statename,rank,countryd,val2010,val2011,val2012,val2013,share10,share11,share12,share13,change
OKLAHOMA,4,Japan,347.74,404.26,432.53,340.76,6.4948,6.5003,6.5749,4.9289,-21.22
OKLAHOMA,5,Germany,158.66,157.45,207.47,290.74,2.9632,2.5317,3.1537,4.2053,40.14
OKLAHOMA,6,Singapore,120.91,169.19,229.8,225.77,2.2582,2.7205,3.4932,3.2655,-1.76
OKLAHOMA,7,Brazil,89.3,153.51,177.17,219.46,1.6678,2.4684,2.6932,3.1744,23.87
OKLAHOMA,8,Saudi Arabia,51.23,105.61,129.35,185.06,0.9569,1.6982,1.9663,2.6768,43.07
OKLAHOMA,9,Australia,111.87,167.66,174.01,168.71,2.0893,2.696,2.6452,2.4403,-3.05
OKLAHOMA,10,Russia,194.26,119.95,100.53,158.45,3.6281,1.9288,1.5281,2.2918,57.61
OKLAHOMA,11,Netherlands,71.68,119.33,115.35,136.01,1.3388,1.9187,1.7535,1.9672,17.9
OKLAHOMA,12,United Kingdom,115.92,135.95,146.21,110.81,2.165,2.1861,2.2226,1.6028,-24.21
OKLAHOMA,13,Colombia,73.82,127.08,125.42,102.67,1.3788,2.0434,1.9065,1.4851,-18.14
OKLAHOMA,14,United Arab Emirates,94.83,81.06,141.9,102.36,1.7712,1.3035,2.1571,1.4805,-27.87
OKLAHOMA,15,Argentina,41.01,58.61,90.08,102.28,0.7659,0.9424,1.3693,1.4794,13.55
OKLAHOMA,16,Ecuador,46.16,53.75,74.35,101.74,0.8622,0.8642,1.1302,1.4715,36.84
OKLAHOMA,17,"Korea, South",58.06,87.81,76.59,101.71,1.0844,1.412,1.1643,1.4712,32.8
OKLAHOMA,18,Venezuela,74.56,98.93,91.85,97.18,1.3925,1.5908,1.3963,1.4056,5.79
OKLAHOMA,19,Egypt,32.45,24.12,32,93.24,0.606,0.3879,0.4864,1.3486,191.37
OKLAHOMA,20,Israel,16.85,37.79,57.34,89.03,0.3146,0.6076,0.8716,1.2878,55.28
OKLAHOMA,21,India,59.53,73.42,64.93,85.36,1.1119,1.1806,0.987,1.2347,31.47
OKLAHOMA,22,Belgium,89.1,97.97,90.61,68.28,1.6641,1.5754,1.3773,0.9876,-24.64
OKLAHOMA,23,Hong Kong,38.64,53.47,57.91,66.41,0.7218,0.8598,0.8803,0.9606,14.67
OKLAHOMA,24,Thailand,52.08,54.74,66.73,61.97,0.9728,0.8802,1.0143,0.8963,-7.13
OKLAHOMA,25,Indonesia,33.43,39.67,45.79,56.39,0.6243,0.6379,0.6961,0.8157,23.14
PENNSYLVANIA,0,World,34942.93,41055.75,38829.06,40927.68,2.7331,2.7735,2.5121,2.5922,5.4
PENNSYLVANIA,0,Top 25,30397.19,35365.72,33279.33,35085.59,86.991,86.1407,85.7073,85.7258,5.43
PENNSYLVANIA,1,Canada,10289.82,11513.7,11458.51,11577.58,29.4475,28.0441,29.5101,28.2879,1.04
PENNSYLVANIA,2,Mexico,2413.16,2629.57,2834.72,3443.71,6.906,6.4049,7.3005,8.4141,21.48
PENNSYLVANIA,3,China,2679.6,3570.25,2857.39,2907.32,7.6685,8.6961,7.3589,7.1036,1.75
PENNSYLVANIA,4,Netherlands,1061.62,1344.94,1267.53,2359.4,3.0382,3.2759,3.2644,5.7648,86.14
PENNSYLVANIA,5,Germany,1424.56,1814.58,1822.13,1680.43,4.0768,4.4198,4.6927,4.1058,-7.78
PENNSYLVANIA,6,Japan,1735.7,2074.82,1477.7,1541.97,4.9672,5.0537,3.8057,3.7675,4.35
PENNSYLVANIA,7,United Kingdom,1252.1,1675.02,1513.94,1455.95,3.5833,4.0799,3.899,3.5574,-3.83
PENNSYLVANIA,8,Brazil,1261.41,1307.94,1189.61,1385.4,3.6099,3.1858,3.0637,3.385,16.46
PENNSYLVANIA,9,"Korea, South",793.18,1064.3,878.74,1196.35,2.2699,2.5923,2.2631,2.9231,36.14
PENNSYLVANIA,10,Belgium,1162.64,1118.63,850.1,1010.81,3.3272,2.7247,2.1893,2.4698,18.9
PENNSYLVANIA,11,Italy,597.13,648.85,609.44,691.93,1.7089,1.5804,1.5695,1.6906,13.54
PENNSYLVANIA,12,Australia,610.49,838.41,833.37,644.93,1.7471,2.0421,2.1462,1.5758,-22.61
PENNSYLVANIA,13,France,742.03,668.47,626.93,586.49,2.1236,1.6282,1.6146,1.433,-6.45
PENNSYLVANIA,14,Ireland,696.62,783.4,941.16,552.43,1.9936,1.9081,2.4239,1.3498,-41.3
PENNSYLVANIA,15,Singapore,410.45,617.98,613.42,518.2,1.1746,1.5052,1.5798,1.2661,-15.52
PENNSYLVANIA,16,India,522.54,588.77,543.48,473.43,1.4954,1.4341,1.3997,1.1567,-12.89
PENNSYLVANIA,17,Taiwan,470.78,606.18,516.93,416.56,1.3473,1.4765,1.3313,1.0178,-19.42
PENNSYLVANIA,18,Saudi Arabia,248.98,281.89,303.49,416.43,0.7125,0.6866,0.7816,1.0175,37.21
PENNSYLVANIA,19,Hong Kong,498.17,508.41,448.09,403.62,1.4257,1.2383,1.154,0.9862,-9.92
PENNSYLVANIA,20,Turkey,286.02,396.87,318.1,331.78,0.8185,0.9667,0.8192,0.8107,4.3
PENNSYLVANIA,21,Chile,276.94,316.72,306.49,328.06,0.7925,0.7714,0.7893,0.8016,7.04
PENNSYLVANIA,22,Switzerland,496.75,418.36,409.19,320.11,1.4216,1.019,1.0538,0.7821,-21.77
PENNSYLVANIA,23,Bahamas,9.52,9.91,42.03,292.21,0.0272,0.0241,0.1082,0.714,595.25
PENNSYLVANIA,24,Israel,195.17,209.8,224.68,275.53,0.5586,0.511,0.5786,0.6732,22.63
PENNSYLVANIA,25,South Africa,261.81,357.95,392.16,274.93,0.7492,0.8719,1.01,0.6718,-29.89
PUERTO RICO,0,World,22783.52,18197.3,18669.44,19917.62,1.7821,1.2293,1.2078,1.2615,6.69
PUERTO RICO,0,Top 25,21884.1,17496.21,17886.64,19150.54,96.0523,96.1473,95.807,96.1487,7.07
PUERTO RICO,1,Belgium,2706.59,2794.21,2380.72,2673.74,11.8796,15.3551,12.752,13.424,12.31
PUERTO RICO,2,Netherlands,2804.55,2506.94,2067.54,2306.52,12.3096,13.7765,11.0744,11.5803,11.56
PUERTO RICO,3,Italy,656.31,988.91,1614.71,2113.95,2.8806,5.4344,8.649,10.6135,30.92
PUERTO RICO,4,Spain,1762.64,793.34,875.01,1538.01,7.7365,4.3597,4.6868,7.7218,75.77
PUERTO RICO,5,Japan,1125.82,1308.77,1816.22,1218.77,4.9414,7.1921,9.7283,6.1191,-32.9
PUERTO RICO,6,United Kingdom,1501.28,1105.4,1466.88,1186.65,6.5893,6.0746,7.8571,5.9578,-19.1
PUERTO RICO,7,Austria,362.3,614.88,825.98,1133.39,1.5902,3.3789,4.4242,5.6904,37.22
PUERTO RICO,8,France,1099.31,954.27,1080.45,1039.33,4.825,5.244,5.7873,5.2182,-3.81
PUERTO RICO,9,Canada,973.1,1116.84,1106.55,994.62,4.2711,6.1374,5.9271,4.9937,-10.12
PUERTO RICO,10,China,617.13,609.28,693.15,705.62,2.7086,3.3482,3.7127,3.5427,1.8
PUERTO RICO,11,Dominican Republic,515.12,478.62,471.55,600.52,2.2609,2.6302,2.5258,3.015,27.35
PUERTO RICO,12,Mexico,467.96,541.42,601.34,460.16,2.054,2.9753,3.221,2.3103,-23.48
PUERTO RICO,13,Germany,3894.72,563.77,625.74,432.19,17.0944,3.0981,3.3517,2.1699,-30.93
PUERTO RICO,14,Switzerland,499.61,396.46,265.43,391.33,2.1929,2.1787,1.4217,1.9648,47.44
PUERTO RICO,15,Hong Kong,414.86,808.42,431.22,376.92,1.8209,4.4425,2.3098,1.8924,-12.59
PUERTO RICO,16,Singapore,799.25,523.03,183.56,372.12,3.508,2.8742,0.9832,1.8683,102.73
PUERTO RICO,17,Australia,428.95,183.93,270.63,311.33,1.8827,1.0107,1.4496,1.5631,15.04
PUERTO RICO,18,Ireland,292.23,195.2,155.14,274.39,1.2826,1.0727,0.831,1.3776,76.86
PUERTO RICO,19,Brazil,220.21,155.46,199.64,250.62,0.9665,0.8543,1.0693,1.2583,25.54
PUERTO RICO,20,Taiwan,298.23,239.8,187.12,241.91,1.309,1.3178,1.0023,1.2145,29.28
PUERTO RICO,21,Panama,95.47,201.44,192.33,196.07,0.419,1.107,1.0302,0.9844,1.94
PUERTO RICO,22,"Korea, South",74.45,138.15,112.65,127.19,0.3268,0.7592,0.6034,0.6386,12.91
PUERTO RICO,23,Argentina,117,67.12,110.37,77.07,0.5135,0.3689,0.5912,0.387,-30.17
PUERTO RICO,24,Sweden,104.62,106.01,115.86,67.13,0.4592,0.5826,0.6206,0.337,-42.06
PUERTO RICO,25,India,52.38,104.54,36.85,60.98,0.2299,0.5745,0.1974,0.3062,65.49
RHODE ISLAND,0,World,1948.78,2280.69,2370.16,2160.04,0.1524,0.1541,0.1533,0.1368,-8.86
RHODE ISLAND,0,Top 25,1690.59,2008.3,2096.21,1926.66,86.7509,88.0569,88.4418,89.1954,-8.09
RHODE ISLAND,1,Canada,591.01,647.93,576.18,480,30.3271,28.4093,24.3097,22.2216,-16.69
RHODE ISLAND,2,Germany,118.1,234.1,191.53,205.94,6.0602,10.2646,8.081,9.5341,7.52
RHODE ISLAND,3,Mexico,136.36,158.3,150.22,166.26,6.9972,6.9411,6.3382,7.6969,10.67
RHODE ISLAND,4,Turkey,85.7,134.15,198.48,160.7,4.3975,5.8821,8.3743,7.4396,-19.04
RHODE ISLAND,5,China,77.83,75.61,89.75,97.87,3.9937,3.315,3.7869,4.5308,9.04
RHODE ISLAND,6,Italy,56.62,64.81,131.86,92.35,2.9053,2.8418,5.5632,4.2753,-29.96
RHODE ISLAND,7,Taiwan,20.77,54.52,66.48,81.34,1.0656,2.3907,2.8048,3.7658,22.36
RHODE ISLAND,8,Singapore,75.93,74.59,77.37,72.45,3.8962,3.2707,3.2644,3.3539,-6.36
RHODE ISLAND,9,France,52.02,67.22,71.35,67.97,2.6692,2.9474,3.0106,3.1465,-4.75
RHODE ISLAND,10,Egypt,55.25,87.25,14.24,57.52,2.835,3.8258,0.601,2.663,303.81
RHODE ISLAND,11,United Kingdom,64.9,62.38,93.02,56.55,3.3305,2.7351,3.9245,2.6179,-39.21
RHODE ISLAND,12,Benin,37.57,51.01,57.49,53.52,1.9281,2.2367,2.4257,2.4778,-6.91
RHODE ISLAND,13,Dominican Republic,38.18,45.75,60.86,44.33,1.9591,2.0062,2.5679,2.0525,-27.16
RHODE ISLAND,14,Hong Kong,39.25,33.56,28.9,39.55,2.0142,1.4714,1.2191,1.831,36.88
RHODE ISLAND,15,Japan,32.84,27.36,77.53,33.25,1.685,1.1997,3.2711,1.5395,-57.11
RHODE ISLAND,16,"Korea, South",16.71,29.11,29.99,30.81,0.8574,1.2762,1.2653,1.4264,2.73
RHODE ISLAND,17,Belgium,22.47,22.47,34.61,30.15,1.153,0.9851,1.4602,1.3956,-12.89
RHODE ISLAND,18,Malaysia,26.08,50.87,29.63,27.63,1.3381,2.2306,1.2503,1.2793,-6.75
RHODE ISLAND,19,Costa Rica,24.28,18.49,22.64,22.31,1.2459,0.8109,0.9553,1.0328,-1.47
RHODE ISLAND,20,Ireland,7.07,7.32,16.05,21.38,0.3628,0.3209,0.6772,0.9899,33.23
RHODE ISLAND,21,Netherlands,62.48,26.31,28.39,17.91,3.2063,1.1535,1.198,0.8289,-36.94
RHODE ISLAND,22,Austria,8.38,7.38,11.43,17.42,0.4299,0.3235,0.482,0.8065,52.47
RHODE ISLAND,23,Guatemala,5.99,8.62,15.4,17.38,0.3073,0.378,0.6498,0.8047,12.86
RHODE ISLAND,24,El Salvador,4.97,4.09,9.54,16.83,0.255,0.1793,0.4023,0.7793,76.54
RHODE ISLAND,25,Brazil,29.84,15.08,13.25,15.24,1.5313,0.6614,0.559,0.7057,15.06
SOUTH CAROLINA,0,World,20335.65,24692.67,25110.31,26109.47,1.5906,1.6681,1.6245,1.6537,3.98
SOUTH CAROLINA,0,Top 25,16841.76,21331.76,21650.67,22728.85,82.8189,86.389,86.2223,87.0521,4.98
SOUTH CAROLINA,1,China,2156.85,3001.45,3249.52,4872.19,10.6063,12.1552,12.941,18.6606,49.94
SOUTH CAROLINA,2,Canada,3186.95,3755.47,3970.95,3711.36,15.6718,15.2089,15.814,14.2146,-6.54
SOUTH CAROLINA,3,Germany,2944.13,3998.75,3747.43,3182.57,14.4777,16.1941,14.9239,12.1893,-15.07
SOUTH CAROLINA,4,Mexico,1319.32,1761.42,1971.5,1837.74,6.4877,7.1334,7.8514,7.0386,-6.78
SOUTH CAROLINA,5,United Kingdom,1124.85,1412.78,1352.35,1363.13,5.5314,5.7214,5.3856,5.2208,0.8
SOUTH CAROLINA,6,Australia,612.76,758.14,778.74,718.14,3.0132,3.0703,3.1013,2.7505,-7.78
SOUTH CAROLINA,7,Japan,445.97,606.81,725.26,652.88,2.1931,2.4575,2.8883,2.5005,-9.98
SOUTH CAROLINA,8,Brazil,570.13,615.53,713.97,647.64,2.8036,2.4928,2.8433,2.4805,-9.29
SOUTH CAROLINA,9,"Korea, South",376.94,425.45,469.71,582.26,1.8536,1.723,1.8706,2.2301,23.96
SOUTH CAROLINA,10,Belgium,433.91,411.94,412.14,513.32,2.1338,1.6682,1.6413,1.966,24.55
SOUTH CAROLINA,11,Saudi Arabia,273.37,606.33,434.1,451.62,1.3443,2.4555,1.7288,1.7297,4.03
SOUTH CAROLINA,12,Netherlands,388.72,403.1,373.11,432.9,1.9115,1.6325,1.4859,1.658,16.02
SOUTH CAROLINA,13,France,407.69,424.53,404.48,380.41,2.0048,1.7192,1.6108,1.457,-5.95
SOUTH CAROLINA,14,Chile,208.96,244.49,245.39,374.29,1.0276,0.9901,0.9773,1.4335,52.53
SOUTH CAROLINA,15,United Arab Emirates,265.7,307.76,490.48,371.14,1.3066,1.2464,1.9533,1.4215,-24.33
SOUTH CAROLINA,16,India,490.71,619.64,423.01,352.26,2.4131,2.5094,1.6846,1.3492,-16.72
SOUTH CAROLINA,17,Argentina,196.25,276,229.38,315.64,0.9651,1.1178,0.9135,1.2089,37.6
SOUTH CAROLINA,18,Hong Kong,226.41,275.77,259.51,286.1,1.1133,1.1168,1.0335,1.0958,10.25
SOUTH CAROLINA,19,Taiwan,214.62,291.65,225.43,282.61,1.0554,1.1811,0.8978,1.0824,25.36
SOUTH CAROLINA,20,Singapore,155.69,185.27,215.38,279.75,0.7656,0.7503,0.8577,1.0714,29.88
SOUTH CAROLINA,21,Turkey,101.92,114.69,116.27,250.83,0.5012,0.4645,0.4631,0.9607,115.72
SOUTH CAROLINA,22,Italy,344.05,232.19,275.62,242.06,1.6919,0.9403,1.0976,0.9271,-12.18
SOUTH CAROLINA,23,South Africa,157.11,278.85,266.17,231.52,0.7726,1.1293,1.06,0.8867,-13.02
SOUTH CAROLINA,24,Dominican Republic,93.47,151.95,121.85,201.76,0.4597,0.6154,0.4853,0.7728,65.58
SOUTH CAROLINA,25,Colombia,145.25,171.79,178.91,194.75,0.7143,0.6957,0.7125,0.7459,8.85
SOUTH DAKOTA,0,World,1259.41,1460.27,1556.24,1573.48,0.0985,0.0986,0.1007,0.0997,1.11
SOUTH DAKOTA,0,Top 25,1133.26,1330.61,1448.17,1480.89,89.9841,91.1205,93.0555,94.1159,2.26
SOUTH DAKOTA,1,Canada,415.73,522.08,699.32,689.38,33.0099,35.7522,44.9367,43.8123,-1.42
SOUTH DAKOTA,2,Mexico,340.24,394.84,345.13,374.41,27.0163,27.0388,22.1769,23.7948,8.48
SOUTH DAKOTA,3,Saudi Arabia,28.65,17.48,27.92,69.81,2.2751,1.1971,1.7938,4.4368,150.09
SOUTH DAKOTA,4,China,42.84,70.36,77.51,48.59,3.4019,4.8184,4.9803,3.0881,-37.31
SOUTH DAKOTA,5,Japan,51.8,54.75,55.06,40.62,4.1128,3.7494,3.5381,2.5814,-26.23
SOUTH DAKOTA,6,Australia,16.78,22.47,30.7,38.84,1.3321,1.5384,1.973,2.4686,26.51
SOUTH DAKOTA,7,Belgium,7.94,33.35,43.54,33.8,0.6308,2.2839,2.7981,2.1481,-22.38
SOUTH DAKOTA,8,Brazil,5.34,11.89,19.09,23.71,0.4241,0.814,1.2269,1.5068,24.17
SOUTH DAKOTA,9,Hong Kong,18.36,20.4,14.32,17.5,1.4574,1.397,0.92,1.112,22.21
SOUTH DAKOTA,10,Germany,54.23,42.58,12.67,17.45,4.3063,2.9156,0.8144,1.1089,37.68
SOUTH DAKOTA,11,"Korea, South",13.1,22.42,14.55,16.32,1.0402,1.5355,0.935,1.0373,12.17
SOUTH DAKOTA,12,Israel,11.51,17.27,12.03,13.27,0.9142,1.1829,0.773,0.8436,10.34
SOUTH DAKOTA,13,Singapore,4.98,6.65,5.53,11.9,0.3956,0.4555,0.3554,0.7565,115.24
SOUTH DAKOTA,14,United Kingdom,28.07,17.65,27.66,8.6,2.2285,1.2086,1.777,0.5464,-68.91
SOUTH DAKOTA,15,Thailand,3.83,2.89,7.49,8.24,0.3042,0.1982,0.481,0.5239,10.12
SOUTH DAKOTA,16,New Zealand,2.54,8.27,5.52,8.21,0.2018,0.5666,0.3548,0.522,48.77
SOUTH DAKOTA,17,South Africa,3.14,6.95,6.55,8.08,0.2496,0.4762,0.4209,0.5137,23.41
SOUTH DAKOTA,18,Ireland,7.42,6.16,4.52,7.11,0.5888,0.4219,0.2906,0.452,57.28
SOUTH DAKOTA,19,Philippines,29.38,8.98,6.54,7.01,2.3326,0.6147,0.4201,0.4454,7.21
SOUTH DAKOTA,20,Chile,4.34,8.35,6.35,6.85,0.3445,0.572,0.4081,0.4354,7.87
SOUTH DAKOTA,21,France,17.51,17.77,9,6.61,1.3907,1.217,0.5781,0.4202,-26.51
SOUTH DAKOTA,22,Russia,11.05,2.38,4.25,6.57,0.8775,0.1627,0.2728,0.4178,54.85
SOUTH DAKOTA,23,Taiwan,9.33,7.84,6.3,6.55,0.7409,0.5371,0.405,0.416,3.85
SOUTH DAKOTA,24,Indonesia,3.62,3.69,4.87,5.82,0.2871,0.253,0.3128,0.3701,19.62
SOUTH DAKOTA,25,Ukraine,1.52,3.12,1.76,5.63,0.121,0.2137,0.113,0.3578,220.19
TENNESSEE,0,World,25947.9,29987.64,31139.66,32390.18,2.0296,2.0258,2.0146,2.0514,4.02
TENNESSEE,0,Top 25,22158.41,26146.72,27618.66,28815.93,85.3958,87.1916,88.6929,88.965,4.34
TENNESSEE,1,Canada,7216.11,8338.99,8660.38,8690.22,27.81,27.8081,27.8114,26.8298,0.34
TENNESSEE,2,Mexico,3038.73,3809.71,4231.24,4335.63,11.7109,12.7043,13.5879,13.3856,2.47
TENNESSEE,3,China,1846.25,1989.53,2179.6,2281.86,7.1152,6.6345,6.9994,7.0449,4.69
TENNESSEE,4,Japan,1338.31,1634.8,1844.87,1981.11,5.1577,5.4516,5.9245,6.1164,7.38
TENNESSEE,5,Belgium,467.13,1061.13,1294.85,1230.32,1.8003,3.5386,4.1582,3.7984,-4.98
TENNESSEE,6,Netherlands,752.92,896.76,918.68,1046.55,2.9016,2.9904,2.9502,3.2311,13.92
TENNESSEE,7,Singapore,645.54,620.14,681.02,1005.05,2.4878,2.068,2.187,3.103,47.58
TENNESSEE,8,Australia,655.16,827.66,914.02,929.31,2.5249,2.76,2.9352,2.8691,1.67
TENNESSEE,9,United Kingdom,710.33,890.36,897.77,885.73,2.7375,2.9691,2.8831,2.7346,-1.34
TENNESSEE,10,Brazil,551.98,679.09,705.75,749.98,2.1273,2.2646,2.2664,2.3155,6.27
TENNESSEE,11,Germany,784,764.52,792.37,732.29,3.0215,2.5494,2.5446,2.2608,-7.58
TENNESSEE,12,"Korea, South",558.42,652.31,593.73,690.67,2.1521,2.1753,1.9067,2.1323,16.33
TENNESSEE,13,United Arab Emirates,358.08,308.9,561.1,607.56,1.38,1.0301,1.8019,1.8758,8.28
TENNESSEE,14,Chile,238.98,352.68,439.44,448.93,0.921,1.1761,1.4112,1.386,2.16
TENNESSEE,15,Turkey,193.6,243.68,194.62,380.2,0.7461,0.8126,0.625,1.1738,95.36
TENNESSEE,16,France,344.98,405.86,349.39,367.31,1.3295,1.3534,1.122,1.134,5.13
TENNESSEE,17,Saudi Arabia,337.95,340.87,266.3,349.69,1.3024,1.1367,0.8552,1.0796,31.32
TENNESSEE,18,Taiwan,257.84,324.85,315.78,322.35,0.9937,1.0833,1.0141,0.9952,2.08
TENNESSEE,19,Hong Kong,332.32,394.83,361.36,291.63,1.2807,1.3166,1.1605,0.9004,-19.3
TENNESSEE,20,Italy,443.27,391.3,364.08,291.49,1.7083,1.3049,1.1692,0.8999,-19.94
TENNESSEE,21,Colombia,297.27,326.89,275.21,289.33,1.1456,1.0901,0.8838,0.8933,5.13
TENNESSEE,22,Switzerland,166.92,185.28,189.79,261.16,0.6433,0.6179,0.6095,0.8063,37.61
TENNESSEE,23,India,222.94,252.24,280.34,256.11,0.8592,0.8411,0.9003,0.7907,-8.65
TENNESSEE,24,Indonesia,191.04,217.22,153.18,210.2,0.7362,0.7244,0.4919,0.649,37.23
TENNESSEE,25,Philippines,208.34,237.11,153.81,181.25,0.8029,0.7907,0.4939,0.5596,17.84
TEXAS,0,World,206992.36,250662.35,264708.66,279694.92,16.1903,16.9333,17.1254,17.7146,5.66
TEXAS,0,Top 25,174374.53,210004.69,226164.83,239600.84,84.242,83.7799,85.4392,85.6651,5.94
TEXAS,1,Mexico,72688.49,87076.34,94455.56,100993.93,35.1165,34.7385,35.6828,36.1086,6.92
TEXAS,2,Canada,18757.76,22124.36,23852.77,25885.32,9.0621,8.8264,9.011,9.2548,8.52
TEXAS,3,Brazil,7146.75,10053.51,10036.31,10830.17,3.4527,4.0108,3.7915,3.8721,7.91
TEXAS,4,China,10274.2,10943.04,10305.89,10737.06,4.9636,4.3657,3.8933,3.8388,4.18
TEXAS,5,Netherlands,5915.89,8796.53,9611.63,9583.1,2.858,3.5093,3.631,3.4263,-0.3
TEXAS,6,"Korea, South",6442.92,7428.02,7780.93,7917.3,3.1126,2.9634,2.9394,2.8307,1.75
TEXAS,7,Colombia,4413.86,5097.78,5629.44,7286.82,2.1324,2.0337,2.1267,2.6053,29.44
TEXAS,8,Singapore,5920.81,6508.45,6387.02,5809.85,2.8604,2.5965,2.4128,2.0772,-9.04
TEXAS,9,Venezuela,2742.5,3648.45,6943.09,5429.03,1.3249,1.4555,2.6229,1.9411,-21.81
TEXAS,10,Japan,3999.03,4422.34,4672.68,5075.25,1.932,1.7643,1.7652,1.8146,8.62
TEXAS,11,Chile,2817.32,3474.36,4269.73,4595.1,1.3611,1.3861,1.613,1.6429,7.62
TEXAS,12,Belgium,3684.26,4139.21,4320.59,4432.28,1.7799,1.6513,1.6322,1.5847,2.59
TEXAS,13,Taiwan,4226.91,3653.01,3470.68,4279.5,2.0421,1.4573,1.3111,1.5301,23.3
TEXAS,14,Saudi Arabia,2456.39,3105.26,3977.54,3843.5,1.1867,1.2388,1.5026,1.3742,-3.37
TEXAS,15,France,2171.79,2882.91,3826.6,3804.06,1.0492,1.1501,1.4456,1.3601,-0.59
TEXAS,16,United Kingdom,3368.68,4125.91,4234.8,3732.93,1.6274,1.646,1.5998,1.3346,-11.85
TEXAS,17,Nigeria,1657.94,1950.84,2174.98,3261.81,0.801,0.7783,0.8217,1.1662,49.97
TEXAS,18,Argentina,1655.54,2556.24,2593.65,3097.54,0.7998,1.0198,0.9798,1.1075,19.43
TEXAS,19,Peru,1894.01,2551.93,2624,3033.59,0.915,1.0181,0.9913,1.0846,15.61
TEXAS,20,Turkey,1826.38,3626.75,2582.38,3000.28,0.8823,1.4469,0.9756,1.0727,16.18
TEXAS,21,Germany,2832.88,2959.91,2606.84,2790.91,1.3686,1.1808,0.9848,0.9978,7.06
TEXAS,22,United Arab Emirates,1799.02,2062.89,2191.02,2684.88,0.8691,0.823,0.8277,0.9599,22.54
TEXAS,23,Ecuador,2215.85,2411.01,2452.59,2549.98,1.0705,0.9619,0.9265,0.9117,3.97
TEXAS,24,Australia,1695.69,2190.52,2700.13,2475.97,0.8192,0.8739,1.02,0.8852,-8.3
TEXAS,25,Panama,1769.67,2215.1,2463.98,2470.7,0.8549,0.8837,0.9308,0.8834,0.27
UTAH,0,World,13808.48,18930.16,19255.79,16064.73,1.0801,1.2788,1.2458,1.0175,-16.57
UTAH,0,Top 25,13023.49,18124.06,18440.27,15234.14,94.3152,95.7417,95.7648,94.8297,-17.39
UTAH,1,Hong Kong,947.38,3702.43,4177.78,5487.53,6.8609,19.5584,21.6962,34.1589,31.35
UTAH,2,China,577.59,520.52,607.6,1406.76,4.1829,2.7497,3.1554,8.7568,131.53
UTAH,3,Canada,1264.83,1375.08,1917.59,1321.99,9.1598,7.264,9.9585,8.2292,-31.06
UTAH,4,United Kingdom,4407.94,6715.34,6042.6,1293.24,31.9219,35.4743,31.3807,8.0502,-78.6
UTAH,5,Thailand,172.26,707.56,507.31,835.64,1.2475,3.7377,2.6346,5.2017,64.72
UTAH,6,Singapore,524.48,570.32,483.96,644.41,3.7983,3.0128,2.5133,4.0114,33.15
UTAH,7,Japan,406.09,407.87,562.93,628.7,2.9409,2.1546,2.9234,3.9135,11.68
UTAH,8,Mexico,456.07,515.33,487.57,546.43,3.3028,2.7223,2.5321,3.4014,12.07
UTAH,9,Taiwan,550.9,696.57,533.04,476.63,3.9896,3.6797,2.7682,2.9669,-10.58
UTAH,10,"Korea, South",272.96,222.71,238.53,341.23,1.9767,1.1765,1.2388,2.1241,43.05
UTAH,11,India,1124.71,565.78,1056.33,311.28,8.145,2.9888,5.4858,1.9377,-70.53
UTAH,12,Switzerland,718.63,101.83,99.25,268.46,5.2043,0.5379,0.5154,1.6711,170.5
UTAH,13,Netherlands,110.28,124.56,164.64,255.41,0.7987,0.658,0.855,1.5899,55.13
UTAH,14,Germany,226.45,283.2,293.87,228.31,1.6399,1.496,1.5262,1.4212,-22.31
UTAH,15,Italy,148.36,155.88,141.53,168.12,1.0744,0.8234,0.735,1.0465,18.79
UTAH,16,Australia,220.5,494.2,323.94,161.65,1.5969,2.6106,1.6823,1.0062,-50.1
UTAH,17,Philippines,145.13,129.92,132.41,155.52,1.051,0.6863,0.6876,0.9681,17.45
UTAH,18,Belgium,290.06,271,221.54,141.35,2.1006,1.4316,1.1505,0.8799,-36.2
UTAH,19,Brazil,78.12,100.9,98.34,117.57,0.5658,0.533,0.5107,0.7318,19.56
UTAH,20,France,109.06,136.82,104.18,109.04,0.7898,0.7228,0.541,0.6788,4.67
UTAH,21,Malaysia,151.96,93.86,83.54,102.72,1.1005,0.4958,0.4339,0.6394,22.96
UTAH,22,Indonesia,16.15,21.94,33.69,63.67,0.117,0.1159,0.175,0.3963,88.97
UTAH,23,Chile,31.04,137.93,46.64,61.29,0.2248,0.7286,0.2422,0.3815,31.41
UTAH,24,Israel,58.77,53.89,50.04,56.12,0.4256,0.2847,0.2599,0.3493,12.16
UTAH,25,Saudi Arabia,13.76,18.6,31.4,51.09,0.0996,0.0983,0.1631,0.318,62.68
VIRGINIA,0,World,17168.56,18087.75,18280.68,17940.51,1.3429,1.2219,1.1827,1.1363,-1.86
VIRGINIA,0,Top 25,13682.5,14012.74,14402.05,14442.64,79.6951,77.4709,78.7829,80.503,0.28
VIRGINIA,1,Canada,2978.45,2924.88,3193.77,3223.23,17.3483,16.1705,17.4707,17.9662,0.92
VIRGINIA,2,China,1273.74,1754.76,2005.62,1847.14,7.419,9.7014,10.9713,10.2959,-7.9
VIRGINIA,3,Mexico,861.57,900.7,1055.49,1051.41,5.0183,4.9796,5.7738,5.8605,-0.39
VIRGINIA,4,United Kingdom,1014.44,1088.64,1075.3,996.17,5.9087,6.0187,5.8822,5.5526,-7.36
