statename,rank,countryd,val2010,val2011,val2012,val2013,share10,share11,share12,share13,change
VIRGINIA,5,Germany,852.55,866.26,922.13,789.99,4.9657,4.7892,5.0443,4.4034,-14.33
VIRGINIA,6,Japan,503.51,487.72,475.99,605.87,2.9328,2.6964,2.6038,3.3771,27.29
VIRGINIA,7,Netherlands,454.91,455.64,334.11,571.89,2.6496,2.519,1.8277,3.1877,71.17
VIRGINIA,8,Singapore,1039.44,416.4,427.24,525.76,6.0543,2.3021,2.3371,2.9306,23.06
VIRGINIA,9,Taiwan,383.5,487.7,370.52,459.72,2.2337,2.6963,2.0268,2.5625,24.07
VIRGINIA,10,Belgium,485.86,410.68,386.01,436.5,2.83,2.2705,2.1116,2.433,13.08
VIRGINIA,11,Brazil,640.56,849.06,801.52,429.53,3.731,4.6941,4.3845,2.3942,-46.41
VIRGINIA,12,Saudi Arabia,230.29,236.35,308.63,373.57,1.3414,1.3067,1.6883,2.0823,21.04
VIRGINIA,13,"Korea, South",379.13,326.54,313.9,368.84,2.2083,1.8053,1.7171,2.0559,17.5
VIRGINIA,14,Indonesia,234.47,202.32,234.9,308.71,1.3657,1.1185,1.285,1.7208,31.42
VIRGINIA,15,France,379.54,382.88,308.93,290.41,2.2107,2.1168,1.6899,1.6187,-6
VIRGINIA,16,Russia,173.81,139.09,175.83,279.55,1.0124,0.769,0.9618,1.5582,58.99
VIRGINIA,17,Australia,313.1,356.02,449.97,264.81,1.8237,1.9683,2.4615,1.476,-41.15
VIRGINIA,18,Switzerland,67.15,188.07,171.64,237.52,0.3911,1.0398,0.9389,1.3239,38.38
VIRGINIA,19,Hong Kong,192.55,245.52,216.28,229.65,1.1215,1.3574,1.1831,1.28,6.18
VIRGINIA,20,India,293.71,344.38,264.81,223.77,1.7108,1.904,1.4486,1.2473,-15.5
VIRGINIA,21,Egypt,170.97,239.5,112.24,219.61,0.9958,1.3241,0.614,1.2241,95.65
VIRGINIA,22,Italy,243.77,263.34,253.21,203.89,1.4199,1.4559,1.3851,1.1365,-19.48
VIRGINIA,23,Dominican Republic,127.29,122.55,84.9,168.81,0.7414,0.6775,0.4644,0.941,98.83
VIRGINIA,24,United Arab Emirates,159.91,152.26,164.4,168.24,0.9314,0.8418,0.8993,0.9378,2.34
VIRGINIA,25,Turkey,228.28,171.47,294.71,168.05,1.3296,0.948,1.6121,0.9367,-42.98
VIRGIN ISLANDS,0,World,1898.5,2315.77,867.39,996.31,0.1485,0.1564,0.0561,0.0631,14.86
VIRGIN ISLANDS,0,Top 25,965.61,1640.68,767.93,993.05,50.8619,70.8483,88.5342,99.6723,29.31
VIRGIN ISLANDS,1,Guadeloupe,157.49,139.38,274.09,461.32,8.2953,6.0189,31.5992,46.3029,68.31
VIRGIN ISLANDS,2,Martinique,62.62,111.95,150.91,220.05,3.2982,4.8341,17.3984,22.0869,45.82
VIRGIN ISLANDS,3,Venezuela,258.87,84.78,32.39,76.38,13.6356,3.6609,3.7346,7.6662,135.79
VIRGIN ISLANDS,4,Dominican Republic,47.69,55.03,20,68.21,2.512,2.3764,2.3059,6.8465,241.04
VIRGIN ISLANDS,5,Sint Maarten,0,14.04,31.04,35.05,0,0.6065,3.5784,3.5183,12.93
VIRGIN ISLANDS,6,Netherlands,121.17,778.73,156.82,24.5,6.3826,33.6273,18.0799,2.4592,-84.38
VIRGIN ISLANDS,7,Colombia,1.45,2.25,1.72,20.31,0.0766,0.097,0.1985,2.0384,1079.8
VIRGIN ISLANDS,8,Togo,0,0,0.07,19,0,0,0.0082,1.907,26528.92
VIRGIN ISLANDS,9,Nigeria,73.85,9.83,0.16,17.57,3.8898,0.4245,0.0188,1.7632,10673.98
VIRGIN ISLANDS,10,Bahamas,190.02,107.37,50.07,12.12,10.0088,4.6363,5.7723,1.2163,-75.8
VIRGIN ISLANDS,11,British Virgin Islands,12.32,5.46,4.31,6.76,0.6487,0.2357,0.4969,0.6785,56.84
VIRGIN ISLANDS,12,St Kitts and Nevis,1.13,2.3,0.56,6.37,0.0596,0.0993,0.0651,0.6391,1028.31
VIRGIN ISLANDS,13,Argentina,0.01,0,0.02,6.19,0.0005,0,0.002,0.6216,34909.68
VIRGIN ISLANDS,14,Spain,3.3,5.89,3,4.38,0.174,0.2543,0.3459,0.4399,46.09
VIRGIN ISLANDS,15,Bermuda,8.29,8.87,0,4.09,0.4369,0.3829,0,0.4107,0
VIRGIN ISLANDS,16,Germany,2.07,0.21,0.04,2.14,0.1089,0.0092,0.0049,0.2153,4968.71
VIRGIN ISLANDS,17,Greece,8.27,1.74,0.11,1.93,0.4354,0.0752,0.0129,0.1935,1629.12
VIRGIN ISLANDS,18,Mexico,1.19,1.48,3.28,1.62,0.0625,0.064,0.3786,0.1624,-50.74
VIRGIN ISLANDS,19,Costa Rica,0.44,0.01,0.01,1.21,0.0229,0.0004,0.0009,0.1218,16358.62
VIRGIN ISLANDS,20,Portugal,0,0,1.07,1.11,0,0,0.1235,0.1111,3.33
VIRGIN ISLANDS,21,United Kingdom,0.92,0.36,0.18,0.6,0.0485,0.0155,0.0213,0.0607,227.47
VIRGIN ISLANDS,22,Canada,9.74,299.22,34.42,0.59,0.5133,12.9211,3.9684,0.0596,-98.28
VIRGIN ISLANDS,23,Switzerland,0.21,0.11,0.1,0.59,0.0113,0.0048,0.0116,0.0589,480.96
VIRGIN ISLANDS,24,Brazil,4.56,11.67,3.54,0.54,0.2404,0.5039,0.4079,0.054,-84.8
VIRGIN ISLANDS,25,Bangladesh,0,0,0,0.4,0,0,0,0.0404,0
VERMONT,0,World,4278.14,4256.67,4139.59,4016.95,0.3346,0.2876,0.2678,0.2544,-2.96
VERMONT,0,Top 25,4143.78,4096.41,3956.44,3910.36,96.8594,96.2351,95.5757,97.3464,-1.16
VERMONT,1,Canada,2029.71,1873.18,1827.54,1852.54,47.4437,44.0057,44.1479,46.118,1.37
VERMONT,2,China,584.64,778.73,584,491.2,13.6659,18.2943,14.1077,12.2282,-15.89
VERMONT,3,Hong Kong,240.37,273.43,254.91,333.76,5.6187,6.4236,6.1579,8.3087,30.93
VERMONT,4,Malaysia,247.78,147.71,170.82,172.82,5.7917,3.47,4.1266,4.3023,1.17
VERMONT,5,Japan,190.42,113.96,179.01,153.21,4.451,2.6771,4.3242,3.8142,-14.41
VERMONT,6,"Korea, South",130.05,152.08,152.24,135.34,3.0399,3.5727,3.6777,3.3693,-11.1
VERMONT,7,Mexico,62.24,72.4,129.69,129.86,1.4549,1.7009,3.1329,3.2328,0.13
VERMONT,8,Taiwan,154.42,201.82,145.2,115.83,3.6096,4.7413,3.5076,2.8836,-20.23
VERMONT,9,Singapore,160.62,120.09,105.45,92.02,3.7544,2.8212,2.5474,2.2908,-12.74
VERMONT,10,Thailand,48.87,56.38,47.29,58.41,1.1422,1.3244,1.1424,1.4542,23.52
VERMONT,11,Netherlands,17.11,16.99,48.87,58.29,0.4,0.3992,1.1805,1.4511,19.28
VERMONT,12,Germany,46.08,57.61,55.24,56.02,1.0772,1.3533,1.3344,1.3946,1.41
VERMONT,13,United Kingdom,41.91,48.6,56.77,53.2,0.9797,1.1416,1.3713,1.3244,-6.29
VERMONT,14,France,29.43,34.45,34.59,42.56,0.6879,0.8094,0.8356,1.0596,23.05
VERMONT,15,Italy,19.85,14.12,19.91,25.28,0.464,0.3316,0.4809,0.6293,26.98
VERMONT,16,Ireland,53.34,37.74,49.13,22.8,1.2469,0.8866,1.1868,0.5675,-53.6
VERMONT,17,Luxembourg,8.82,12.1,10.31,20.75,0.2061,0.2843,0.2491,0.5167,101.25
VERMONT,18,Belgium,24.26,29.09,24.04,20.43,0.567,0.6833,0.5807,0.5086,-15.01
VERMONT,19,India,7.91,8.45,10.2,16.36,0.1848,0.1985,0.2465,0.4073,60.36
VERMONT,20,Australia,10.32,10.21,14.58,15.26,0.2411,0.24,0.3523,0.3799,4.64
VERMONT,21,Indonesia,4.61,4.8,6.53,12.22,0.1078,0.1127,0.1577,0.3042,87.19
VERMONT,22,Spain,8.94,8.12,7.36,8.83,0.209,0.1908,0.1777,0.2197,19.97
VERMONT,23,Israel,12.55,15.42,12.64,8.64,0.2933,0.3622,0.3053,0.2151,-31.64
VERMONT,24,Brazil,7.36,6.1,4.82,7.61,0.1721,0.1433,0.1165,0.1895,57.8
VERMONT,25,Colombia,2.16,2.85,5.31,7.11,0.0504,0.0671,0.1282,0.1769,33.96
WASHINGTON,0,World,53345.33,64774.25,75618.9,81938.68,4.1725,4.3758,4.8922,5.1896,8.36
WASHINGTON,0,Top 25,45657.19,53825.13,66581.46,73918.2,85.588,83.0965,88.0487,90.2116,11.02
WASHINGTON,1,China,10305.02,11235.6,14156.09,16747.1,19.3176,17.3458,18.7203,20.4386,18.3
WASHINGTON,2,Canada,6983.25,8550.68,8381.92,8931.95,13.0907,13.2007,11.0844,10.9008,6.56
WASHINGTON,3,Japan,6135.38,6467.45,9024.94,7004.48,11.5012,9.9846,11.9348,8.5484,-22.39
WASHINGTON,4,United Arab Emirates,961.63,2753.24,5059.19,4031.57,1.8026,4.2505,6.6904,4.9202,-20.31
WASHINGTON,5,Mexico,989.99,1372.39,2864.28,3202.53,1.8558,2.1187,3.7878,3.9085,11.81
WASHINGTON,6,Hong Kong,1041.37,2079.16,2152.44,2835.03,1.9521,3.2099,2.8464,3.4599,31.71
WASHINGTON,7,United Kingdom,1253.31,2017.21,1610.34,2700.8,2.3494,3.1142,2.1295,3.2961,67.72
WASHINGTON,8,"Korea, South",2695.41,3261.16,3384.4,2634.4,5.0528,5.0347,4.4756,3.2151,-22.16
WASHINGTON,9,Indonesia,2036.96,1587.66,1610.24,2289.92,3.8184,2.4511,2.1294,2.7947,42.21
WASHINGTON,10,India,979.86,661.18,1273.27,2262.64,1.8368,1.0208,1.6838,2.7614,77.7
WASHINGTON,11,Qatar,1529.69,858.11,1180.48,2193.35,2.8675,1.3248,1.5611,2.6768,85.8
WASHINGTON,12,Germany,1660.2,1414.77,1876.45,2101.7,3.1122,2.1842,2.4815,2.565,12
WASHINGTON,13,Saudi Arabia,141.36,269.96,1127.13,1663.14,0.265,0.4168,1.4905,2.0297,47.56
WASHINGTON,14,Russia,247,444.69,906.19,1523.73,0.463,0.6865,1.1984,1.8596,68.15
WASHINGTON,15,Australia,940.1,1718.53,1698.37,1495.47,1.7623,2.6531,2.246,1.8251,-11.95
WASHINGTON,16,Malaysia,945.61,863.59,985.59,1482.63,1.7726,1.3332,1.3034,1.8094,50.43
WASHINGTON,17,Philippines,754.12,782.84,1385.64,1466.68,1.4137,1.2086,1.8324,1.79,5.85
WASHINGTON,18,Taiwan,1918.16,1715.46,1515.09,1435.62,3.5957,2.6484,2.0036,1.7521,-5.25
WASHINGTON,19,Chile,324.68,632.57,999.83,1376.35,0.6086,0.9766,1.3222,1.6797,37.66
WASHINGTON,20,Thailand,256.4,353.95,728.44,1343.61,0.4806,0.5464,0.9633,1.6398,84.45
WASHINGTON,21,Brazil,625.8,681.7,1389.72,1295.69,1.1731,1.0524,1.8378,1.5813,-6.77
WASHINGTON,22,Singapore,690.97,956.08,910.14,1272.54,1.2953,1.476,1.2036,1.553,39.82
WASHINGTON,23,Norway,820.88,909.37,562.45,1239.83,1.5388,1.4039,0.7438,1.5131,120.43
WASHINGTON,24,Netherlands,761.66,1354.29,915.9,831.74,1.4278,2.0908,1.2112,1.0151,-9.19
WASHINGTON,25,France,658.38,883.48,882.96,555.69,1.2342,1.3639,1.1676,0.6782,-37.07
WISCONSIN,0,World,19800.25,22057.27,23116.67,23075.28,1.5487,1.4901,1.4955,1.4615,-0.18
WISCONSIN,0,Top 25,17119.85,19242.52,20374.67,20345.77,86.4628,87.2389,88.1384,88.1713,-0.14
WISCONSIN,1,Canada,6053.5,7145.57,7642.72,7496.97,30.5728,32.3955,33.0615,32.4892,-1.91
WISCONSIN,2,Mexico,2011.58,1987.04,2166.25,2516.07,10.1594,9.0085,9.3709,10.9037,16.15
WISCONSIN,3,China,1333.42,1380.67,1547.2,1655.69,6.7344,6.2595,6.693,7.1752,7.01
WISCONSIN,4,Japan,730.81,736.21,858.21,938.38,3.6909,3.3377,3.7125,4.0666,9.34
WISCONSIN,5,Germany,747.31,879.23,714.96,701.8,3.7742,3.9861,3.0928,3.0413,-1.84
WISCONSIN,6,United Kingdom,615.65,624.15,615.29,679.52,3.1093,2.8297,2.6617,2.9448,10.44
WISCONSIN,7,Australia,583.24,761.64,865.72,676.89,2.9456,3.453,3.745,2.9334,-21.81
WISCONSIN,8,Brazil,558.76,574.22,497.39,478.16,2.822,2.6033,2.1517,2.0722,-3.87
WISCONSIN,9,Chile,422.39,614.38,555.19,476.14,2.1333,2.7854,2.4017,2.0634,-14.24
WISCONSIN,10,France,557.19,534.04,508.43,462.55,2.8141,2.4212,2.1994,2.0045,-9.02
WISCONSIN,11,"Korea, South",360.06,420.97,403.16,431.14,1.8184,1.9085,1.744,1.8684,6.94
WISCONSIN,12,Saudi Arabia,237.76,282.52,312.04,396.06,1.2008,1.2808,1.3499,1.7164,26.92
WISCONSIN,13,United Arab Emirates,106.26,167.6,305.17,393,0.5367,0.7599,1.3201,1.7031,28.78
WISCONSIN,14,Belgium,377.48,366.32,411.56,385.47,1.9064,1.6608,1.7804,1.6705,-6.34
WISCONSIN,15,Netherlands,357.1,365.97,394.84,379.37,1.8035,1.6592,1.708,1.6441,-3.92
WISCONSIN,16,India,235.71,329.56,456.87,289.67,1.1905,1.4941,1.9764,1.2553,-36.6
WISCONSIN,17,Italy,305.14,317.14,270.78,279.19,1.5411,1.4378,1.1714,1.2099,3.11
WISCONSIN,18,South Africa,157.28,226.77,228.51,261.04,0.7943,1.0281,0.9885,1.1313,14.24
WISCONSIN,19,Singapore,251.64,235.08,329.85,258.78,1.2709,1.0658,1.4269,1.1215,-21.54
WISCONSIN,20,Hong Kong,285.62,303.33,289.78,249.71,1.4425,1.3752,1.2536,1.0822,-13.83
WISCONSIN,21,Peru,130.85,179.39,229.48,238.13,0.6608,0.8133,0.9927,1.0319,3.77
WISCONSIN,22,Thailand,228.91,230.24,183.92,203.43,1.1561,1.0438,0.7956,0.8816,10.6
WISCONSIN,23,Taiwan,191.4,222.31,192.29,174.3,0.9667,1.0079,0.8318,0.7554,-9.36
WISCONSIN,24,Colombia,181.64,150.86,174.05,167.04,0.9173,0.6839,0.7529,0.7239,-4.02
WISCONSIN,25,Russia,99.15,207.3,221.01,157.26,0.5007,0.9398,0.9561,0.6815,-28.84
WEST VIRGINIA,0,World,6443.03,9034.45,11336.87,8474.21,0.504,0.6103,0.7334,0.5367,-25.25
WEST VIRGINIA,0,Top 25,5837.81,8330.2,10688.22,7989.87,90.6066,92.2048,94.2785,94.2845,-25.25
WEST VIRGINIA,1,Canada,1473.92,1537.31,1784.68,1810.55,22.8763,17.016,15.7423,21.3655,1.45
WEST VIRGINIA,2,Netherlands,361.95,692.49,952.59,660.89,5.6177,7.665,8.4026,7.7988,-30.62
WEST VIRGINIA,3,China,357.04,420.04,887.29,595.67,5.5415,4.6494,7.8266,7.0293,-32.87
WEST VIRGINIA,4,Brazil,399.62,694.86,685.76,515.27,6.2024,7.6912,6.049,6.0804,-24.86
WEST VIRGINIA,5,Italy,254.69,613.92,727.01,469.74,3.953,6.7953,6.4128,5.5432,-35.39
WEST VIRGINIA,6,United Kingdom,277.46,356.66,548.4,448.34,4.3064,3.9478,4.8374,5.2907,-18.25
WEST VIRGINIA,7,France,202.34,295.22,444.79,394.84,3.1405,3.2677,3.9234,4.6594,-11.23
WEST VIRGINIA,8,Mexico,190.41,229.67,238.45,319.34,2.9553,2.5422,2.1034,3.7684,33.92
WEST VIRGINIA,9,Turkey,157.29,284.64,410.24,316.88,2.4412,3.1507,3.6187,3.7394,-22.76
WEST VIRGINIA,10,India,358.85,652.58,739.17,313.99,5.5696,7.2233,6.52,3.7053,-57.52
WEST VIRGINIA,11,Ukraine,245.22,500.28,358.74,293.57,3.8059,5.5375,3.1643,3.4643,-18.17
WEST VIRGINIA,12,Japan,407.65,449.86,773.45,285.73,6.327,4.9794,6.8224,3.3718,-63.06
WEST VIRGINIA,13,Germany,161.87,289.49,333.79,284.52,2.5124,3.2043,2.9443,3.3575,-14.76
WEST VIRGINIA,14,Belgium,335.96,305.1,330.84,282.73,5.2144,3.3771,2.9183,3.3364,-14.54
WEST VIRGINIA,15,Morocco,1.63,74.18,159.39,216.16,0.0254,0.821,1.4059,2.5508,35.62
WEST VIRGINIA,16,"Korea, South",108.65,377.01,611.71,210.09,1.6864,4.1731,5.3957,2.4792,-65.65
WEST VIRGINIA,17,Spain,119.72,65.52,162.57,121.74,1.8581,0.7252,1.434,1.4366,-25.11
WEST VIRGINIA,18,Hong Kong,81.36,89.53,65.64,68.09,1.2627,0.991,0.579,0.8035,3.74
WEST VIRGINIA,19,Croatia,81.82,77.4,75.11,65.93,1.27,0.8567,0.6625,0.778,-12.22
WEST VIRGINIA,20,Argentina,29.44,26.67,61.9,57.26,0.4569,0.2952,0.546,0.6757,-7.5
WEST VIRGINIA,21,Sweden,58.7,67.42,91.32,56.17,0.9111,0.7463,0.8056,0.6629,-38.49
WEST VIRGINIA,22,Finland,40.4,50.01,52.72,54.36,0.627,0.5536,0.465,0.6415,3.12
WEST VIRGINIA,23,Singapore,41.61,36.94,56.11,52.35,0.6459,0.4089,0.4949,0.6178,-6.69
WEST VIRGINIA,24,Romania,53.03,41.09,40.74,48.4,0.8231,0.4548,0.3593,0.5712,18.81
WEST VIRGINIA,25,South Africa,37.15,102.3,95.81,47.22,0.5766,1.1324,0.8451,0.5573,-50.71
WYOMING,0,World,983.3,1218.43,1420.92,1337.05,0.0769,0.0823,0.0919,0.0847,-5.9
WYOMING,0,Top 25,894.92,1131.22,1319.69,1270.83,91.0114,92.8426,92.8751,95.0474,-3.7
WYOMING,1,Canada,238.47,330.08,329.92,375.33,24.2523,27.0907,23.2184,28.0713,13.76
WYOMING,2,Brazil,93.81,101.33,117.76,135.95,9.5404,8.3167,8.2878,10.1675,15.44
WYOMING,3,Australia,24.2,81.71,136.75,88.29,2.4613,6.7063,9.6237,6.6036,-35.43
WYOMING,4,Indonesia,62.4,70.76,101.12,73.63,6.3461,5.8073,7.1166,5.5072,-27.18
WYOMING,5,Chile,46.27,49.97,72.89,64.54,4.7054,4.1011,5.1294,4.8268,-11.45
WYOMING,6,Mexico,69.02,77.72,56.33,48.91,7.0191,6.3784,3.9643,3.6578,-13.18
WYOMING,7,Venezuela,55.76,43.79,43.5,47.22,5.6709,3.5942,3.0613,3.5319,8.56
WYOMING,8,"Korea, South",38.7,42.31,41.05,45.93,3.9355,3.4723,2.8888,3.4351,11.89
WYOMING,9,Japan,43.99,45.27,59.14,44.48,4.4737,3.7157,4.162,3.3268,-24.79
WYOMING,10,Netherlands,18.99,39.56,45.46,41.39,1.9312,3.247,3.1991,3.0953,-8.96
WYOMING,11,Taiwan,41.73,43.87,40.57,35.03,4.2442,3.6004,2.8555,2.6197,-13.67
WYOMING,12,Thailand,19.08,29.96,42.23,29.59,1.9401,2.4591,2.9717,2.2132,-29.92
WYOMING,13,Tunisia,17.87,14.39,29.95,29.09,1.8178,1.1809,2.108,2.1759,-2.87
WYOMING,14,Saudi Arabia,18.63,15.67,22.99,26.17,1.8949,1.2863,1.6179,1.9576,13.85
WYOMING,15,United Kingdom,9.04,21.78,21.25,23.47,0.9194,1.7873,1.4958,1.755,10.41
WYOMING,16,Colombia,9.17,15.97,22.96,19.28,0.9322,1.311,1.6155,1.442,-16.01
WYOMING,17,South Africa,16.61,21.09,26.04,18.04,1.6897,1.731,1.8327,1.3493,-30.72
WYOMING,18,Argentina,13.35,16.67,25.21,17.84,1.358,1.3684,1.7742,1.3344,-29.23
WYOMING,19,United Arab Emirates,14.27,9.33,14.41,17.51,1.4513,0.7658,1.014,1.3099,21.56
WYOMING,20,Spain,5.92,7.71,6.56,16.37,0.6023,0.633,0.462,1.2242,149.35
WYOMING,21,Malaysia,8.83,10.24,10.36,16.18,0.8983,0.8408,0.7293,1.2101,56.13
WYOMING,22,China,4.4,3.67,10.12,15.15,0.4478,0.301,0.7119,1.1333,49.8
WYOMING,23,Peru,9.33,21.81,22.12,15.01,0.9493,1.7902,1.5564,1.1224,-32.14
WYOMING,24,Vietnam,5.89,3.75,9.21,14.63,0.5993,0.3081,0.6479,1.094,58.87
WYOMING,25,Philippines,9.15,12.79,11.81,11.81,0.931,1.0495,0.8309,0.883,0
UNIDENTIFIED,0,World,45731.78,45314.86,47903.05,51360.34,3.577,3.0612,3.0991,3.2529,7.22
UNIDENTIFIED,0,Top 25,38584,38134.89,40735.55,44184.83,84.3702,84.1554,85.0375,86.0291,8.47
UNIDENTIFIED,1,Canada,17282.02,18153.62,19597.48,23340.03,37.79,40.0611,40.9107,45.4437,19.1
UNIDENTIFIED,2,Mexico,4983.1,5855.48,6377.73,6595.46,10.8964,12.9218,13.3138,12.8415,3.41
UNIDENTIFIED,3,United Kingdom,1740.54,1521.15,1471.35,1231.03,3.806,3.3568,3.0715,2.3968,-16.33
UNIDENTIFIED,4,Germany,1535.33,1141.84,1094.87,1061.84,3.3572,2.5198,2.2856,2.0674,-3.02
UNIDENTIFIED,5,Australia,1046.6,1123.88,1253.18,1046.48,2.2886,2.4802,2.6161,2.0375,-16.49
UNIDENTIFIED,6,Gibraltar,497.68,869.09,1432.65,1043.69,1.0882,1.9179,2.9907,2.0321,-27.15
UNIDENTIFIED,7,France,968.02,736.01,778.77,832.25,2.1167,1.6242,1.6257,1.6204,6.87
UNIDENTIFIED,8,China,1123.63,703.5,694.77,740.11,2.457,1.5525,1.4504,1.441,6.53
UNIDENTIFIED,9,Singapore,1227.67,830.3,729.54,734.01,2.6845,1.8323,1.523,1.4291,0.61
UNIDENTIFIED,10,Hong Kong,770.66,656.03,628.72,727.45,1.6852,1.4477,1.3125,1.4164,15.7
UNIDENTIFIED,11,Japan,1162.02,767.45,709.16,671.44,2.541,1.6936,1.4804,1.3073,-5.32
UNIDENTIFIED,12,Switzerland,658.62,555.45,637.69,643.48,1.4402,1.2258,1.3312,1.2529,0.91
UNIDENTIFIED,13,Chile,405.91,573.48,648.39,627.21,0.8876,1.2656,1.3535,1.2212,-3.27
UNIDENTIFIED,14,Brazil,586.91,611.59,609.77,620.19,1.2834,1.3496,1.2729,1.2075,1.71
UNIDENTIFIED,15,Netherlands,810.4,598.62,547.85,565.1,1.7721,1.321,1.1437,1.1003,3.15
UNIDENTIFIED,16,United Arab Emirates,271.95,286.45,364.14,434.57,0.5947,0.6321,0.7602,0.8461,19.34
UNIDENTIFIED,17,Panama,249.04,319,374.29,427.65,0.5446,0.704,0.7814,0.8326,14.26
UNIDENTIFIED,18,Belgium,447.79,421.11,402.07,426.85,0.9792,0.9293,0.8394,0.8311,6.16
UNIDENTIFIED,19,Bahamas,339.36,346.83,377.9,394.8,0.7421,0.7654,0.7889,0.7687,4.47
UNIDENTIFIED,20,"Korea, South",602.19,420.21,381.88,378.58,1.3168,0.9273,0.7972,0.7371,-0.86
UNIDENTIFIED,21,Italy,431.01,376.2,360.87,376.33,0.9425,0.8302,0.7533,0.7327,4.28
UNIDENTIFIED,22,Colombia,274.33,295.96,323.08,375.76,0.5999,0.6531,0.6745,0.7316,16.3
UNIDENTIFIED,23,South Africa,245.41,305.11,309.35,304.97,0.5366,0.6733,0.6458,0.5938,-1.42
UNIDENTIFIED,24,Taiwan,588.23,333.93,283.56,300.17,1.2863,0.7369,0.5919,0.5844,5.86
UNIDENTIFIED,25,India,335.59,332.6,346.46,285.4,0.7338,0.734,0.7233,0.5557,-17.63
