statename,rank,countryd,val2010,val2011,val2012,val2013,share10,share11,share12,share13,change
FLORIDA,2,Mexico,4392.88,5413.67,5620.41,4845.3,7.8066,8.2854,7.892,6.7185,-13.79
FLORIDA,3,Canada,3393.78,3599.56,4055,4240.19,6.0311,5.509,5.6939,5.8795,4.57
FLORIDA,4,Japan,3471.14,3805.29,4228.35,3797.93,6.1686,5.8239,5.9373,5.2662,-10.18
FLORIDA,5,Brazil,2766.81,2744.46,3622.72,3466.87,4.9169,4.2003,5.0869,4.8072,-4.3
FLORIDA,6,Colombia,2937.8,3300.24,3983.89,3022.29,5.2208,5.0509,5.5941,4.1907,-24.14
FLORIDA,7,France,2042.44,2648.98,3125.41,2843.12,3.6296,4.0542,4.3886,3.9423,-9.03
FLORIDA,8,Peru,518.09,441.61,917.36,2434.65,0.9207,0.6759,1.2881,3.3759,165.4
FLORIDA,9,Chile,733.21,1118.49,1342.27,2359.75,1.303,1.7118,1.8848,3.272,75.8
FLORIDA,10,Germany,1638.31,1936.62,1912.61,2106.33,2.9115,2.9639,2.6856,2.9206,10.13
FLORIDA,11,Costa Rica,1533.48,1837.04,2034.25,2066.84,2.7252,2.8115,2.8564,2.8659,1.6
FLORIDA,12,Venezuela,951.08,2255.52,1214.6,2049.26,1.6902,3.452,1.7055,2.8415,68.72
FLORIDA,13,United Kingdom,1661.42,1947.62,2027.17,2043.98,2.9525,2.9808,2.8465,2.8342,0.83
FLORIDA,14,Italy,1195.26,1448.51,1485.77,1495.24,2.1241,2.2169,2.0863,2.0733,0.64
FLORIDA,15,Vietnam,535.13,687.12,886.83,1402.63,0.951,1.0516,1.2453,1.9449,58.16
FLORIDA,16,"Korea, South",1071.15,894.52,1477.07,1384.85,1.9035,1.369,2.0741,1.9202,-6.24
FLORIDA,17,Netherlands,970.62,1188.94,1038.11,1167.87,1.7249,1.8196,1.4577,1.6194,12.5
FLORIDA,18,Switzerland,634.28,787.54,994.5,1117.53,1.1272,1.2053,1.3964,1.5496,12.37
FLORIDA,19,Taiwan,1189.62,1032.05,1000.65,1002.38,2.1141,1.5795,1.4051,1.3899,0.17
FLORIDA,20,Trinidad and Tobago,763.9,1218.66,1127.37,989.93,1.3575,1.8651,1.583,1.3726,-12.19
FLORIDA,21,Dominican Republic,885.14,958.95,1001.41,964.81,1.573,1.4676,1.4062,1.3378,-3.66
FLORIDA,22,Ecuador,462.48,488.78,687.36,894.35,0.8219,0.7481,0.9652,1.2401,30.11
FLORIDA,23,India,538.02,721.95,976.63,889.59,0.9561,1.1049,1.3714,1.2335,-8.91
FLORIDA,24,Honduras,498.31,565.26,600.99,769.69,0.8855,0.8651,0.8439,1.0673,28.07
FLORIDA,25,Spain,624.08,761.05,807.32,719.26,1.1091,1.1648,1.1336,0.9973,-10.91
GEORGIA,0,World,60183.4,67272.15,72452.33,75071.97,3.1446,3.0467,3.1843,3.3107,3.62
GEORGIA,0,Top 25,52696.85,58733.32,64235.84,67960.27,87.5605,87.307,88.6595,90.5268,5.8
GEORGIA,1,China,13934.92,14657.4,15823.4,17621.79,23.1541,21.7882,21.8397,23.4732,11.37
GEORGIA,2,Germany,7463.83,10321.69,12027.99,13333.03,12.4018,15.3432,16.6012,17.7603,10.85
GEORGIA,3,"Korea, South",3231.34,4613.98,6258.11,6181.82,5.3692,6.8587,8.6376,8.2345,-1.22
GEORGIA,4,Mexico,3662.8,4639.85,4549.55,5298.37,6.0861,6.8971,6.2794,7.0577,16.46
GEORGIA,5,Japan,3483.45,4151.35,4678.04,4470.48,5.7881,6.171,6.4567,5.9549,-4.44
GEORGIA,6,Canada,3563.64,3326.85,3749.52,4103.63,5.9213,4.9454,5.1752,5.4663,9.44
GEORGIA,7,United Kingdom,2370.74,1914.39,1941.89,1882.29,3.9392,2.8457,2.6802,2.5073,-3.07
GEORGIA,8,India,1038.03,1318.88,1248.12,1612.32,1.7248,1.9605,1.7227,2.1477,29.18
GEORGIA,9,France,2606.56,1610.42,1634.97,1535.38,4.331,2.3939,2.2566,2.0452,-6.09
GEORGIA,10,Italy,1272.62,1356.38,1191.56,1258.65,2.1146,2.0163,1.6446,1.6766,5.63
GEORGIA,11,Thailand,961.88,1198.3,1264.14,1219.55,1.5982,1.7813,1.7448,1.6245,-3.53
GEORGIA,12,Taiwan,776.73,1002.28,910.65,1102.13,1.2906,1.4899,1.2569,1.4681,21.03
GEORGIA,13,Vietnam,393.89,481.23,823.88,961.3,0.6545,0.7154,1.1371,1.2805,16.68
GEORGIA,14,Chile,1350.31,1733.06,1626.08,868.17,2.2437,2.5762,2.2443,1.1565,-46.61
GEORGIA,15,Netherlands,861.2,625.87,838.29,795.43,1.431,0.9304,1.157,1.0596,-5.11
GEORGIA,16,Malaysia,706.81,907.01,821.44,781.02,1.1744,1.3483,1.1338,1.0404,-4.92
GEORGIA,17,Ireland,759.9,758.44,760.77,697.72,1.2626,1.1274,1.05,0.9294,-8.29
GEORGIA,18,Indonesia,650.91,850.14,766.75,695.19,1.0815,1.2637,1.0583,0.926,-9.33
GEORGIA,19,Austria,298.13,426.81,540.79,690.18,0.4954,0.6345,0.7464,0.9194,27.63
GEORGIA,20,Brazil,647.5,810.3,833.87,617.68,1.0759,1.2045,1.1509,0.8228,-25.93
GEORGIA,21,South Africa,319.06,347.98,570.69,539.97,0.5301,0.5173,0.7877,0.7193,-5.38
GEORGIA,22,Israel,272.79,252.69,285.82,489.32,0.4533,0.3756,0.3945,0.6518,71.2
GEORGIA,23,Singapore,1308.84,638.56,289.04,418.88,2.1748,0.9492,0.3989,0.558,44.92
GEORGIA,24,Belgium,386.47,398.91,432.29,400.95,0.6422,0.593,0.5967,0.5341,-7.25
GEORGIA,25,Switzerland,374.51,390.54,368.2,385.01,0.6223,0.5805,0.5082,0.5129,4.57
HAWAII,0,World,4743.14,5974.03,6770.87,6064.61,0.2478,0.2706,0.2976,0.2675,-10.43
HAWAII,0,Top 25,4599.44,5615.55,6376.4,5783.75,96.9704,93.9993,94.174,95.3689,-9.29
HAWAII,1,Indonesia,962.51,780.62,300.88,810.18,20.2926,13.0668,4.4437,13.3592,169.27
HAWAII,2,France,382.28,272.43,622,605.75,8.0596,4.5603,9.1864,9.9883,-2.61
HAWAII,3,"Korea, South",56.08,91.42,73.16,539.24,1.1824,1.5303,1.0804,8.8915,637.11
HAWAII,4,Vietnam,417.88,442.09,380.18,537.82,8.8102,7.4002,5.6149,8.8682,41.46
HAWAII,5,Russia,769.46,817.34,854.98,534.65,16.2225,13.6816,12.6273,8.8159,-37.47
HAWAII,6,Japan,285.5,258.9,313.96,437.65,6.0191,4.3337,4.6369,7.2164,39.4
HAWAII,7,Thailand,344.48,682.53,839.1,364.45,7.2626,11.4249,12.3928,6.0094,-56.57
HAWAII,8,Saudi Arabia,395.57,896.52,890.12,328.26,8.3399,15.0069,13.1463,5.4127,-63.12
HAWAII,9,China,291.71,250.2,310.2,299.11,6.1502,4.1881,4.5814,4.9321,-3.58
HAWAII,10,Argentina,80.17,224.77,541.81,265.17,1.6903,3.7625,8.002,4.3724,-51.06
HAWAII,11,Algeria,55.56,0,0,248.18,1.1714,0,0,4.0922,0
HAWAII,12,Angola,0,374.22,199.58,151.85,0,6.2641,2.9476,2.5039,-23.91
HAWAII,13,Libya,0,117.8,509.07,104.81,0,1.9718,7.5185,1.7283,-79.41
HAWAII,14,Canada,133.26,139.27,140.71,104.44,2.8096,2.3312,2.0782,1.7221,-25.78
HAWAII,15,Gabon,0,0,181.58,60.22,0,0,2.6818,0.993,-66.83
HAWAII,16,Australia,175.67,21.71,32.46,56.77,3.7036,0.3635,0.4794,0.9361,74.89
HAWAII,17,Taiwan,81.29,26.96,33.39,44.77,1.7138,0.4513,0.4931,0.7383,34.11
HAWAII,18,Italy,30.03,37.69,37.72,43.23,0.6331,0.6309,0.557,0.7128,14.61
HAWAII,19,Sweden,6.1,1.88,2.96,42.4,0.1287,0.0315,0.0438,0.6991,1330.75
HAWAII,20,Turkey,2.55,3.94,6.23,38.11,0.0538,0.066,0.092,0.6284,511.65
HAWAII,21,Malaysia,49.33,69.68,5.71,36.73,1.0401,1.1665,0.0843,0.6056,543.7
HAWAII,22,Switzerland,28.35,44.47,46.93,35.31,0.5977,0.7445,0.6931,0.5821,-24.76
HAWAII,23,Peru,3.99,3.77,5.18,32.17,0.0842,0.0632,0.0765,0.5304,521.3
HAWAII,24,New Zealand,32.6,34.81,31.48,31.9,0.6874,0.5828,0.4649,0.526,1.34
HAWAII,25,Germany,15.06,22.51,17.04,30.6,0.3175,0.3768,0.2516,0.5046,79.63
IDAHO,0,World,4126.36,4859.99,5148.48,5555.06,0.2156,0.2201,0.2263,0.245,7.9
IDAHO,0,Top 25,4044.09,4739.1,4988,5454.59,98.0062,97.5126,96.8831,98.1915,9.35
IDAHO,1,China,488.89,512.16,701.73,1099.68,11.8479,10.5383,13.6299,19.796,56.71
IDAHO,2,Canada,758,881.96,951.69,1019.56,18.3697,18.1474,18.4849,18.3537,7.13
IDAHO,3,Taiwan,334.27,521.32,554.46,952.67,8.1009,10.7268,10.7694,17.1496,71.82
IDAHO,4,Singapore,1113.77,1123.86,1013.12,774.38,26.9915,23.1248,19.678,13.9401,-23.56
IDAHO,5,"Korea, South",141.5,233.66,387.72,452.62,3.4293,4.8078,7.5308,8.1479,16.74
IDAHO,6,Japan,371.17,438.09,484.08,365.81,8.995,9.0143,9.4023,6.5852,-24.43
IDAHO,7,Italy,316.67,357.3,359.45,216.46,7.6743,7.3518,6.9817,3.8966,-39.78
IDAHO,8,Germany,39.77,67.43,59.19,98.26,0.9637,1.3875,1.1496,1.7688,66.01
IDAHO,9,Mexico,165.03,247.39,181.14,74.24,3.9994,5.0904,3.5183,1.3364,-59.02
IDAHO,10,Greece,16.93,34.45,54.74,71.12,0.4102,0.7089,1.0632,1.2802,29.92
IDAHO,11,New Zealand,24.31,26.05,41.29,54.03,0.5891,0.536,0.802,0.9726,30.85
IDAHO,12,Israel,43.26,68.08,38.74,46.54,1.0483,1.4008,0.7524,0.8378,20.15
IDAHO,13,France,12.95,10.46,19.56,33.24,0.3137,0.2152,0.3798,0.5985,70
IDAHO,14,United Kingdom,17.6,18.22,16.73,28.84,0.4265,0.3749,0.325,0.5191,72.36
IDAHO,15,Australia,8.41,12.42,24.03,24.6,0.2039,0.2555,0.4667,0.4429,2.39
IDAHO,16,Suriname,0.87,1.13,0.21,24.12,0.0212,0.0233,0.0041,0.4342,11341.54
IDAHO,17,Vietnam,8.19,16.19,25.2,21.55,0.1985,0.3331,0.4895,0.388,-14.49
IDAHO,18,Netherlands,79.57,66.98,12.33,18.43,1.9282,1.3782,0.2395,0.3318,49.46
IDAHO,19,Indonesia,12.26,15.87,16.04,16.55,0.2972,0.3266,0.3116,0.2979,3.13
IDAHO,20,Malaysia,81.96,65.83,15.81,13.43,1.9862,1.3545,0.307,0.2418,-15.01
IDAHO,21,Cyprus,0.69,3.67,5.93,12.7,0.0167,0.0756,0.1151,0.2287,114.39
IDAHO,22,India,3.67,3.96,17.66,10.22,0.0889,0.0814,0.343,0.1839,-42.15
IDAHO,23,Finland,1.95,2.44,1.46,9.22,0.0473,0.0501,0.0284,0.1659,529.99
IDAHO,24,Brazil,2.22,10.17,5.71,8.41,0.0538,0.2093,0.1108,0.1513,47.31
IDAHO,25,Egypt,0.2,0,0,7.93,0.0048,0,0,0.1427,0
ILLINOIS,0,World,108932.39,122059.25,126413.69,124875.04,5.6918,5.5279,5.5559,5.507,-1.22
ILLINOIS,0,Top 25,102505.34,115185.74,119489.97,118180.02,94.1,94.3687,94.523,94.6386,-1.1
ILLINOIS,1,Canada,29961.81,35767.65,39302.95,40041.65,27.505,29.3035,31.0907,32.0654,1.88
ILLINOIS,2,China,21086.51,22975.02,27798.2,25778.55,19.3574,18.8228,21.9899,20.6435,-7.27
ILLINOIS,3,Mexico,8553.04,8517.12,9030.44,11674.23,7.8517,6.9779,7.1436,9.3487,29.28
ILLINOIS,4,Japan,7562.44,8503.19,8855.46,7918.16,6.9423,6.9664,7.0051,6.3409,-10.58
ILLINOIS,5,Germany,4031.84,5035.9,4853.29,4924.78,3.7012,4.1258,3.8392,3.9438,1.47
ILLINOIS,6,"Korea, South",7377.08,6683.56,4668.24,4609.87,6.7722,5.4757,3.6928,3.6916,-1.25
ILLINOIS,7,Switzerland,1587.51,2806.36,2570.77,3173.93,1.4573,2.2992,2.0336,2.5417,23.46
ILLINOIS,8,Taiwan,1839.47,2070.71,2235.47,2182.54,1.6886,1.6965,1.7684,1.7478,-2.37
ILLINOIS,9,United Kingdom,1668.28,1829.5,2013.11,1836.47,1.5315,1.4989,1.5925,1.4706,-8.77
ILLINOIS,10,Malaysia,1930.61,2054.96,1853.02,1721.9,1.7723,1.6836,1.4658,1.3789,-7.08
ILLINOIS,11,Netherlands,4147.76,4464.21,3144.69,1702.89,3.8076,3.6574,2.4876,1.3637,-45.85
ILLINOIS,12,Italy,1269.06,1499.48,1603.92,1496.73,1.165,1.2285,1.2688,1.1986,-6.68
ILLINOIS,13,Vietnam,419.27,459.75,573.7,1362.35,0.3849,0.3767,0.4538,1.091,137.47
ILLINOIS,14,France,1143.85,1602.71,1582,1335.17,1.0501,1.3131,1.2514,1.0692,-15.6
ILLINOIS,15,India,1050.35,1175.29,1158.12,1193.03,0.9642,0.9629,0.9161,0.9554,3.01
ILLINOIS,16,Thailand,1021.13,1063.43,1005.64,1002.38,0.9374,0.8712,0.7955,0.8027,-0.32
ILLINOIS,17,Singapore,955.45,884.15,900.6,866.24,0.8771,0.7244,0.7124,0.6937,-3.82
ILLINOIS,18,Spain,746.77,742.53,888.79,771.89,0.6855,0.6083,0.7031,0.6181,-13.15
ILLINOIS,19,Brazil,609.78,726.21,685.17,744,0.5598,0.595,0.542,0.5958,8.59
ILLINOIS,20,Indonesia,638.69,616.89,616.67,729.16,0.5863,0.5054,0.4878,0.5839,18.24
ILLINOIS,21,Russia,764.7,1132.4,709.23,681.65,0.702,0.9277,0.561,0.5459,-3.89
ILLINOIS,22,Trinidad and Tobago,541.28,670.01,735.16,673.69,0.4969,0.5489,0.5816,0.5395,-8.36
ILLINOIS,23,Ireland,2773.42,2818.02,1314.6,608.77,2.546,2.3087,1.0399,0.4875,-53.69
ILLINOIS,24,Australia,512.04,692.83,616.83,577.85,0.47,0.5676,0.4879,0.4627,-6.32
ILLINOIS,25,Belgium,313.22,393.86,773.9,572.14,0.2875,0.3227,0.6122,0.4582,-26.07
INDIANA,0,World,33149.51,39521.15,43271.41,45709.54,1.7321,1.7899,1.9018,2.0158,5.63
INDIANA,0,Top 25,32112.04,38340.18,41923.57,44274.59,96.8703,97.0118,96.8852,96.8607,5.61
INDIANA,1,Canada,5935.98,6651.06,7679.04,7795.66,17.9067,16.8291,17.7462,17.0548,1.52
INDIANA,2,China,4910.77,5466.13,6066.31,6793.17,14.814,13.8309,14.0192,14.8616,11.98
INDIANA,3,Ireland,5092.08,6227.66,5911.9,6759.64,15.3609,15.7578,13.6624,14.7882,14.34
INDIANA,4,Japan,4056.75,4792.31,5221.07,4995.3,12.2377,12.1259,12.0659,10.9284,-4.32
INDIANA,5,Mexico,3168.93,3638.88,3565.91,3966.47,9.5595,9.2074,8.2408,8.6775,11.23
INDIANA,6,Denmark,1479.79,1789.67,2349.49,2549.49,4.464,4.5284,5.4297,5.5776,8.51
INDIANA,7,Germany,1413.99,1800.18,2299.16,2433.9,4.2655,4.555,5.3134,5.3247,5.86
INDIANA,8,Switzerland,303.52,538.12,1477.98,1505.55,0.9156,1.3616,3.4156,3.2937,1.87
INDIANA,9,France,1217.03,1068.62,985.07,1322.11,3.6713,2.7039,2.2765,2.8924,34.21
INDIANA,10,United Kingdom,1038.56,1225.05,1141.49,1034.08,3.133,3.0997,2.638,2.2623,-9.41
INDIANA,11,Brazil,239.99,353.8,283.86,693.05,0.724,0.8952,0.656,1.5162,144.16
INDIANA,12,Italy,425.72,646.66,639.18,609.67,1.2842,1.6362,1.4771,1.3338,-4.62
INDIANA,13,Taiwan,410.74,1083.64,851.14,577.93,1.239,2.7419,1.967,1.2643,-32.1
INDIANA,14,Thailand,266.65,531.49,563.88,526.37,0.8044,1.3448,1.3031,1.1516,-6.65
INDIANA,15,Netherlands,291.47,368.61,401.73,453.33,0.8793,0.9327,0.9284,0.9918,12.85
INDIANA,16,India,272.27,338.22,434.21,392.79,0.8214,0.8558,1.0035,0.8593,-9.54
INDIANA,17,Vietnam,182.07,240.98,318.57,366.69,0.5492,0.6097,0.7362,0.8022,15.1
INDIANA,18,"Korea, South",257.08,270.9,344.42,322.86,0.7755,0.6855,0.796,0.7063,-6.26
INDIANA,19,Malaysia,334.67,293.73,344.6,202.12,1.0096,0.7432,0.7964,0.4422,-41.35
INDIANA,20,Honduras,148.2,166.19,183.88,189.67,0.4471,0.4205,0.4249,0.415,3.15
INDIANA,21,Russia,194.29,233.01,224.49,184.3,0.5861,0.5896,0.5188,0.4032,-17.9
INDIANA,22,Indonesia,99.98,180.13,190.9,167.92,0.3016,0.4558,0.4412,0.3674,-12.04
INDIANA,23,Austria,94.54,126.43,137.27,167.59,0.2852,0.3199,0.3172,0.3666,22.08
INDIANA,24,Belgium,110.56,128.44,147.65,154.49,0.3335,0.325,0.3412,0.338,4.63
INDIANA,25,Israel,166.41,180.26,160.37,110.45,0.502,0.4561,0.3706,0.2416,-31.13
IOWA,0,World,7091.19,8240.76,9432.7,9488.28,0.3705,0.3732,0.4146,0.4184,0.59
IOWA,0,Top 25,6796.69,7968.79,9082.63,9179.31,95.8471,96.6997,96.2888,96.7437,1.06
IOWA,1,Canada,2945.47,3226.48,3127.03,3298.78,41.5371,39.1527,33.1509,34.7669,5.49
IOWA,2,Mexico,984.85,1203.69,1430.14,1470.76,13.8883,14.6065,15.1616,15.5008,2.84
IOWA,3,China,1009.39,1163.55,1293.05,1353.83,14.2344,14.1195,13.7082,14.2685,4.7
IOWA,4,Germany,369.58,477.27,679.96,680.88,5.2118,5.7916,7.2085,7.176,0.14
IOWA,5,Italy,203.72,277.08,299.44,305.51,2.8728,3.3623,3.1745,3.2199,2.03
IOWA,6,Japan,233.28,362.31,497.71,290.08,3.2898,4.3966,5.2764,3.0572,-41.72
IOWA,7,Taiwan,130.54,176.8,183.5,179.64,1.8408,2.1455,1.9453,1.8933,-2.1
IOWA,8,France,119.14,164.07,221.38,177.42,1.6801,1.991,2.347,1.8699,-19.86
IOWA,9,"Korea, South",75.49,107.17,137.48,144.36,1.0646,1.3005,1.4575,1.5215,5.01
IOWA,10,Chile,36.63,33.46,99.13,141.03,0.5166,0.4061,1.051,1.4863,42.26
IOWA,11,India,82.14,123.69,192.76,133.4,1.1584,1.501,2.0435,1.406,-30.79
IOWA,12,Brazil,108.54,105.1,136.21,125.22,1.5306,1.2753,1.4441,1.3197,-8.07
IOWA,13,United Kingdom,102.65,94.66,99.39,113.43,1.4475,1.1486,1.0537,1.1955,14.13
IOWA,14,Austria,15.82,21.74,68.76,100.67,0.2231,0.2638,0.729,1.061,46.4
IOWA,15,Spain,27.3,33.44,110.72,92.94,0.385,0.4058,1.1738,0.9795,-16.06
IOWA,16,Netherlands,41.97,59.98,65.81,81.14,0.5918,0.7278,0.6977,0.8552,23.3
IOWA,17,Poland,54.79,67.6,71.65,77.3,0.7726,0.8203,0.7596,0.8146,7.87
IOWA,18,Denmark,63.98,66.26,78.93,75.16,0.9023,0.8041,0.8367,0.7921,-4.77
IOWA,19,Israel,39.84,35.3,73.42,66.85,0.5618,0.4284,0.7784,0.7046,-8.94
IOWA,20,Argentina,34.44,30.8,37.4,56.65,0.4856,0.3737,0.3965,0.5971,51.49
IOWA,21,Thailand,27.47,37.87,35.88,49.47,0.3874,0.4596,0.3804,0.5213,37.86
IOWA,22,Vietnam,15.25,30.35,38.7,44.19,0.2151,0.3683,0.4102,0.4657,14.2
IOWA,23,Switzerland,20.2,34.04,44.23,41.37,0.2849,0.4131,0.469,0.436,-6.48
IOWA,24,Hungary,34.31,13.01,29.3,40.6,0.4839,0.1579,0.3107,0.4279,38.55
IOWA,25,Belgium,19.9,23.06,30.64,38.63,0.2806,0.2798,0.3249,0.4071,26.05
KANSAS,0,World,10826.26,9791.84,10878.92,10753.21,0.5657,0.4435,0.4781,0.4742,-1.16
KANSAS,0,Top 25,10334.5,9026.39,10134.32,10110.76,95.4578,92.1828,93.1556,94.0255,-0.23
KANSAS,1,China,1907.13,2106.48,2185.92,2114.28,17.6157,21.5126,20.0932,19.6618,-3.28
KANSAS,2,Canada,3243.27,1488.77,1623.51,1709.15,29.9574,15.2042,14.9235,15.8943,5.27
KANSAS,3,Taiwan,1394.74,1083.63,1544.71,1039.98,12.883,11.0666,14.1991,9.6714,-32.67
KANSAS,4,Mexico,754.37,758.57,1007.75,962.99,6.968,7.747,9.2633,8.9554,-4.44
KANSAS,5,Germany,649.53,759.46,774.62,757.61,5.9996,7.756,7.1204,7.0455,-2.2
KANSAS,6,Italy,138.86,121.85,116.21,513.59,1.2826,1.2444,1.0682,4.7762,341.97
KANSAS,7,United Kingdom,451.48,433.99,493.39,377.02,4.1703,4.4321,4.5353,3.5061,-23.59
KANSAS,8,Vietnam,163.75,241.43,239.83,300.44,1.5125,2.4656,2.2046,2.794,25.27
KANSAS,9,Australia,203.62,183.15,189.35,268.29,1.8808,1.8704,1.7405,2.495,41.69
KANSAS,10,"Korea, South",131.73,186.09,199.05,264.04,1.2168,1.9005,1.8297,2.4554,32.65
KANSAS,11,France,119.09,208.26,184.43,203.7,1.1,2.1269,1.6953,1.8943,10.45
KANSAS,12,Trinidad and Tobago,101,158.35,161.07,196.33,0.9329,1.6172,1.4805,1.8258,21.89
KANSAS,13,Brazil,147.49,115.14,174.58,194.05,1.3623,1.1759,1.6047,1.8046,11.16
KANSAS,14,Japan,185.39,280.92,249.31,193.43,1.7124,2.8689,2.2917,1.7988,-22.42
KANSAS,15,Indonesia,125.69,125.76,115.05,143.09,1.161,1.2843,1.0575,1.3307,24.38
KANSAS,16,Denmark,51.52,65.1,118.65,138.06,0.4759,0.6649,1.0906,1.2839,16.36
KANSAS,17,Malaysia,95.69,106.53,111.41,118.54,0.8839,1.0879,1.0241,1.1024,6.4
KANSAS,18,Sweden,40.88,68.63,80.76,103.92,0.3776,0.7009,0.7424,0.9664,28.66
KANSAS,19,Singapore,105.66,125.94,97.33,94.79,0.976,1.2861,0.8947,0.8815,-2.61
KANSAS,20,Turkey,59.59,69.42,90.09,92.36,0.5505,0.709,0.8281,0.8589,2.52
KANSAS,21,Israel,60.51,75.2,75.64,72.24,0.559,0.768,0.6952,0.6718,-4.5
KANSAS,22,India,63.28,73.05,89.88,69.01,0.5845,0.7461,0.8262,0.6417,-23.23
KANSAS,23,Spain,35.91,51.5,73.24,68.36,0.3317,0.526,0.6733,0.6357,-6.67
KANSAS,24,Netherlands,53.51,80.84,75.72,60.62,0.4942,0.8255,0.696,0.5637,-19.94
KANSAS,25,Thailand,50.8,58.33,62.82,54.88,0.4692,0.5957,0.5774,0.5104,-12.63
KENTUCKY,0,World,32091.76,31969.85,34722.77,37839.4,1.6768,1.4479,1.5261,1.6687,8.98
KENTUCKY,0,Top 25,30130.81,29810.04,32418.06,35620.77,93.8895,93.2442,93.3626,94.1367,9.88
KENTUCKY,1,China,7835.95,5759.72,6802.81,6638.74,24.4173,18.0161,19.5918,17.5445,-2.41
KENTUCKY,2,Mexico,2898.8,2723.04,3196.55,4962.73,9.0328,8.5175,9.2059,13.1152,55.25
KENTUCKY,3,Japan,3585.8,3673.76,4969.49,4924.5,11.1736,11.4913,14.3119,13.0142,-0.91
KENTUCKY,4,Canada,4108.02,4587.33,3999.86,4007.93,12.8009,14.3489,11.5194,10.592,0.2
KENTUCKY,5,Germany,1460.69,1496.78,1840.66,2047.5,4.5516,4.6819,5.301,5.411,11.24
KENTUCKY,6,France,1361.8,1320.8,1442.02,1692.82,4.2435,4.1314,4.153,4.4737,17.39
KENTUCKY,7,Italy,980.38,1169.81,1433.93,1629.2,3.0549,3.6591,4.1296,4.3056,13.62
KENTUCKY,8,Switzerland,186.59,332.86,564.89,1200.37,0.5814,1.0412,1.6269,3.1723,112.5
KENTUCKY,9,United Kingdom,854.09,845.58,1063.6,1130.3,2.6614,2.6449,3.0631,2.9871,6.27
KENTUCKY,10,India,557.68,608.81,831.7,852.45,1.7378,1.9043,2.3953,2.2528,2.5
KENTUCKY,11,"Korea, South",640.35,692.09,510.65,843.22,1.9954,2.1648,1.4706,2.2284,65.13
KENTUCKY,12,Russia,613.46,795.22,719.8,733.65,1.9116,2.4874,2.073,1.9389,1.92
KENTUCKY,13,Thailand,526.39,517.77,602.74,562.77,1.6403,1.6196,1.7359,1.4873,-6.63
KENTUCKY,14,Ireland,56.28,99.93,307.06,531.92,0.1754,0.3126,0.8843,1.4057,73.23
KENTUCKY,15,Philippines,364.51,308.92,338.84,490.9,1.1358,0.9663,0.9758,1.2973,44.88
KENTUCKY,16,Spain,42.79,59.26,407.73,481.42,0.1333,0.1854,1.1742,1.2723,18.07
KENTUCKY,17,Taiwan,2203.69,2864.04,1071.08,478.53,6.8668,8.9586,3.0847,1.2646,-55.32
KENTUCKY,18,Vietnam,348.64,366.98,421.66,417.3,1.0864,1.1479,1.2144,1.1028,-1.03
KENTUCKY,19,Indonesia,403.43,549.82,388.44,398.26,1.2571,1.7198,1.1187,1.0525,2.53
KENTUCKY,20,Netherlands,165.96,146.7,250.24,339.14,0.5171,0.4589,0.7207,0.8963,35.52
KENTUCKY,21,Sweden,243.46,201.01,305.78,304.36,0.7586,0.6288,0.8806,0.8043,-0.47
KENTUCKY,22,Brazil,220.56,223.07,328.52,290.53,0.6873,0.6977,0.9461,0.7678,-11.56
KENTUCKY,23,Austria,217.78,143.99,199.14,257.89,0.6786,0.4504,0.5735,0.6815,29.5
KENTUCKY,24,El Salvador,198.07,218.98,276.78,239.62,0.6172,0.685,0.7971,0.6333,-13.43
KENTUCKY,25,Poland,55.65,103.77,144.1,164.72,0.1734,0.3246,0.415,0.4353,14.31
LOUISIANA,0,World,60914.81,82651.76,80811.73,66087.47,3.1828,3.7432,3.5517,2.9145,-18.22
LOUISIANA,0,Top 25,55193.15,74483.11,73540.14,60323.01,90.6071,90.1168,91.0018,91.2775,-17.97
LOUISIANA,1,Saudi Arabia,12008.8,18333.4,20735.32,14609.98,19.7141,22.1815,25.6588,22.107,-29.54
LOUISIANA,2,Venezuela,7311.83,10199.08,11479.19,8695.66,12.0034,12.3398,14.2049,13.1578,-24.25
LOUISIANA,3,Russia,4411.92,6076.44,5260.16,5725.73,7.2428,7.3519,6.5092,8.6639,8.85
LOUISIANA,4,Kuwait,2789.52,3981.04,7797.96,5238.23,4.5794,4.8166,9.6495,7.9262,-32.83
LOUISIANA,5,Mexico,5125.63,7167.49,5131.54,4692.14,8.4144,8.6719,6.35,7.0999,-8.56
LOUISIANA,6,Colombia,919.33,1689.22,2282.99,2840.94,1.5092,2.0438,2.8251,4.2988,24.44
LOUISIANA,7,Iraq,3268.4,3350.9,2395.62,2374.32,5.3655,4.0542,2.9644,3.5927,-0.89
LOUISIANA,8,Canada,1744.22,1568.42,1662.8,1924.22,2.8634,1.8976,2.0576,2.9116,15.72
LOUISIANA,9,Algeria,1177.67,1553.57,1304.19,1640.61,1.9333,1.8797,1.6139,2.4825,25.8
LOUISIANA,10,Brazil,2187.32,2609.99,1683.19,1433.24,3.5908,3.1578,2.0829,2.1687,-14.85
LOUISIANA,11,Belgium,1053.11,1055.68,1231.45,1143.38,1.7288,1.2773,1.5238,1.7301,-7.15
LOUISIANA,12,Chad,382.87,1688.28,804.13,1125.95,0.6285,2.0426,0.9951,1.7037,40.02
