statename,rank,countryd,val2010,val2011,val2012,val2013,share10,share11,share12,share13,change
LOUISIANA,13,Angola,2509.3,2138.96,1836.29,1094.93,4.1194,2.5879,2.2723,1.6568,-40.37
LOUISIANA,14,China,746.28,908.47,1149.23,1034.74,1.2251,1.0992,1.4221,1.5657,-9.96
LOUISIANA,15,Norway,583.9,802.5,611.09,933.81,0.9586,0.9709,0.7562,1.413,52.81
LOUISIANA,16,United Kingdom,829.18,686.59,875.99,873.89,1.3612,0.8307,1.084,1.3223,-0.24
LOUISIANA,17,Germany,466.91,570.38,553.29,727.13,0.7665,0.6901,0.6847,1.1003,31.42
LOUISIANA,18,Peru,155.52,443.39,673.89,689,0.2553,0.5364,0.8339,1.0426,2.24
LOUISIANA,19,Trinidad and Tobago,721.33,937.81,822.05,569.83,1.1842,1.1347,1.0172,0.8622,-30.68
LOUISIANA,20,Netherlands,468.69,453.9,439.58,564.58,0.7694,0.5492,0.544,0.8543,28.44
LOUISIANA,21,Indonesia,374.3,588.6,442.8,534.43,0.6145,0.7121,0.5479,0.8087,20.69
LOUISIANA,22,India,188.38,381.12,303.61,506.38,0.3093,0.4611,0.3757,0.7662,66.79
LOUISIANA,23,"Korea, South",458.23,738.5,520.66,466.28,0.7522,0.8935,0.6443,0.7056,-10.44
LOUISIANA,24,Nigeria,5006.5,6247.81,3180.58,447.86,8.2189,7.5592,3.9358,0.6777,-85.92
LOUISIANA,25,France,304.02,311.58,362.56,435.74,0.4991,0.377,0.4486,0.6593,20.18
MASSACHUSETTS,0,World,30682.97,33367.51,32975.45,34309.3,1.6032,1.5112,1.4493,1.5131,4.04
MASSACHUSETTS,0,Top 25,28235.05,30674.66,29927.1,31460.33,92.0219,91.9297,90.7557,91.6962,5.12
MASSACHUSETTS,1,Canada,6993.3,7656.57,7661.21,8624.61,22.7921,22.9462,23.2331,25.1378,12.58
MASSACHUSETTS,2,China,5063.72,5134.17,4610.76,4642.35,16.5034,15.3867,13.9824,13.5309,0.69
MASSACHUSETTS,3,Mexico,2880.53,3206.66,3266.74,3368.67,9.388,9.6101,9.9066,9.8185,3.12
MASSACHUSETTS,4,United Kingdom,1390.25,1820.56,2549.99,2410.46,4.531,5.4561,7.733,7.0257,-5.47
MASSACHUSETTS,5,Germany,1537.6,1839.4,1679.97,1736.85,5.0113,5.5126,5.0946,5.0623,3.39
MASSACHUSETTS,6,Ireland,2053.98,1562.45,1263.51,1669.12,6.6942,4.6826,3.8317,4.8649,32.1
MASSACHUSETTS,7,France,547.46,1115.5,823.51,958.11,1.7842,3.3431,2.4974,2.7926,16.34
MASSACHUSETTS,8,Netherlands,305.85,427.08,774.12,877.61,0.9968,1.2799,2.3476,2.5579,13.37
MASSACHUSETTS,9,Japan,761.4,875.87,926.21,863.98,2.4815,2.6249,2.8088,2.5182,-6.72
MASSACHUSETTS,10,Switzerland,725.85,842.97,739.45,780.34,2.3657,2.5263,2.2424,2.2744,5.53
MASSACHUSETTS,11,Colombia,163.81,365,745.73,759.58,0.5339,1.0939,2.2615,2.2139,1.86
MASSACHUSETTS,12,Italy,492.66,596.23,631.38,646.75,1.6056,1.7869,1.9147,1.885,2.43
MASSACHUSETTS,13,Taiwan,569.8,586.85,584.23,593.57,1.8571,1.7588,1.7717,1.7301,1.6
MASSACHUSETTS,14,Malaysia,592.34,608.15,495.6,458.36,1.9305,1.8226,1.5029,1.336,-7.51
MASSACHUSETTS,15,Philippines,578.77,595.03,490.62,421.85,1.8863,1.7833,1.4878,1.2295,-14.02
MASSACHUSETTS,16,"Korea, South",425.72,363.38,332.91,365.11,1.3875,1.089,1.0096,1.0642,9.67
MASSACHUSETTS,17,Thailand,421.77,359.75,386.74,328.34,1.3746,1.0781,1.1728,0.957,-15.1
MASSACHUSETTS,18,Israel,195.01,226.14,245.31,291.84,0.6356,0.6777,0.7439,0.8506,18.97
MASSACHUSETTS,19,Singapore,409.58,344.6,341.28,291.48,1.3349,1.0327,1.035,0.8496,-14.59
MASSACHUSETTS,20,India,246.08,310.86,257.35,279.08,0.802,0.9316,0.7804,0.8134,8.44
MASSACHUSETTS,21,Indonesia,278.82,289.6,285.2,257.46,0.9087,0.8679,0.8649,0.7504,-9.73
MASSACHUSETTS,22,Vietnam,349.15,265,261.5,238.41,1.1379,0.7942,0.793,0.6949,-8.83
MASSACHUSETTS,23,Trinidad and Tobago,526.02,402.68,221.13,214.66,1.7144,1.2068,0.6706,0.6257,-2.93
MASSACHUSETTS,24,Sweden,589.66,743.3,209.48,191.92,1.9218,2.2276,0.6353,0.5594,-8.38
MASSACHUSETTS,25,Norway,135.9,136.86,143.15,189.83,0.4429,0.4101,0.4341,0.5533,32.61
MARYLAND,0,World,19825.96,23951.83,25074.49,26556.83,1.0359,1.0847,1.102,1.1712,5.91
MARYLAND,0,Top 25,16772.83,20857.32,22132.76,23376.15,84.6003,87.0803,88.268,88.0231,5.62
MARYLAND,1,Germany,2996.12,4318.25,5069.52,5582.72,15.1121,18.0289,20.2178,21.0218,10.12
MARYLAND,2,China,2582.72,3098.14,2878.13,2842.74,13.027,12.9349,11.4783,10.7044,-1.23
MARYLAND,3,Mexico,1258.41,1498.75,1739.75,2212.95,6.3473,6.2573,6.9383,8.3329,27.2
MARYLAND,4,Canada,1833.81,1996.95,1969.96,2056.44,9.2495,8.3374,7.8564,7.7435,4.39
MARYLAND,5,Japan,567.46,879.66,1185.52,1602.96,2.8622,3.6726,4.728,6.0359,35.21
MARYLAND,6,United Kingdom,848.25,1034.64,1297.65,1017.7,4.2785,4.3197,5.1752,3.8322,-21.57
MARYLAND,7,South Africa,450.06,1086.54,880.26,955.87,2.27,4.5364,3.5106,3.5993,8.59
MARYLAND,8,Thailand,567.02,674.86,682.84,911.72,2.86,2.8176,2.7232,3.4331,33.52
MARYLAND,9,Brazil,639.31,824.75,891.38,745.88,3.2246,3.4434,3.5549,2.8086,-16.32
MARYLAND,10,Italy,501.25,562.67,585.34,736.53,2.5282,2.3492,2.3344,2.7734,25.83
MARYLAND,11,France,354.74,533.46,471.85,553.79,1.7893,2.2272,1.8818,2.0853,17.37
MARYLAND,12,Russia,924.77,672.29,558.91,417.57,4.6644,2.8068,2.229,1.5724,-25.29
MARYLAND,13,India,464.77,550.02,559.44,415.77,2.3443,2.2964,2.2311,1.5656,-25.68
MARYLAND,14,Indonesia,305,383.59,373.96,399.13,1.5384,1.6015,1.4914,1.5029,6.73
MARYLAND,15,Peru,231.6,406.26,342.68,351.91,1.1682,1.6962,1.3667,1.3251,2.69
MARYLAND,16,Sweden,235.04,197.92,445.53,341.52,1.1855,0.8263,1.7768,1.286,-23.35
MARYLAND,17,Finland,180.64,198.25,258.94,324.91,0.9111,0.8277,1.0327,1.2235,25.48
MARYLAND,18,Chile,288.83,317.99,360.06,300.24,1.4568,1.3276,1.4359,1.1306,-16.61
MARYLAND,19,Austria,107.52,222.36,225.65,260.95,0.5423,0.9283,0.8999,0.9826,15.65
MARYLAND,20,Vietnam,155.75,235.25,195.4,254.36,0.7856,0.9822,0.7793,0.9578,30.18
MARYLAND,21,Norway,707.37,411.94,247.22,237.44,3.5679,1.7199,0.986,0.8941,-3.96
MARYLAND,22,Netherlands,168.72,261.06,249.78,225.58,0.851,1.0899,0.9961,0.8494,-9.69
MARYLAND,23,Belgium,145.14,146.68,245.51,218.69,0.7321,0.6124,0.9791,0.8235,-10.92
MARYLAND,24,Turkey,98.19,137.33,157.75,206.68,0.4953,0.5734,0.6291,0.7783,31.01
MARYLAND,25,Malaysia,160.33,207.71,259.74,202.08,0.8087,0.8672,1.0359,0.761,-22.2
MAINE,0,World,4197.24,4483.64,3792.55,3568.99,0.2193,0.2031,0.1667,0.1574,-5.89
MAINE,0,Top 25,3902.52,4239.69,3577.01,3410.28,92.9783,94.559,94.3169,95.5531,-4.66
MAINE,1,Canada,2409.04,2127.27,1920.97,2156.31,57.3959,47.4452,50.6513,60.4179,12.25
MAINE,2,China,354.45,386.84,330.91,352.57,8.4449,8.6277,8.7254,9.8786,6.54
MAINE,3,Germany,161.81,867.8,426.76,115.14,3.8553,19.3548,11.2526,3.2261,-73.02
MAINE,4,United Kingdom,162.53,139.26,121.88,84.49,3.8723,3.106,3.2137,2.3674,-30.68
MAINE,5,Qatar,0,33.88,16.84,67.37,0,0.7557,0.4441,1.8877,300.01
MAINE,6,Mexico,63.74,61.94,61.92,56.68,1.5186,1.3814,1.6327,1.5881,-8.47
MAINE,7,Japan,38.44,45.69,54.41,47.37,0.9157,1.019,1.4346,1.3272,-12.94
MAINE,8,Thailand,45.67,52.44,54.96,46.03,1.088,1.1695,1.4491,1.2897,-16.25
MAINE,9,Vietnam,39.62,42.44,46.62,42.22,0.944,0.9465,1.2292,1.183,-9.43
MAINE,10,Italy,23.42,23.88,34.3,42.2,0.558,0.5327,0.9045,1.1825,23.03
MAINE,11,Malaysia,66.76,52.59,42.25,41.71,1.5906,1.1729,1.114,1.1687,-1.27
MAINE,12,Philippines,36.86,31.8,40.35,40.28,0.8782,0.7093,1.064,1.1286,-0.18
MAINE,13,Peru,18.54,18.06,18.61,38.11,0.4416,0.4028,0.4906,1.0677,104.79
MAINE,14,Russia,9.41,9.31,34.68,36.61,0.2242,0.2077,0.9144,1.0257,5.56
MAINE,15,France,48.94,55.41,52.09,35.61,1.1659,1.2359,1.3735,0.9977,-31.65
MAINE,16,Netherlands,142.02,78.55,86.67,30.54,3.3837,1.752,2.2854,0.8558,-64.76
MAINE,17,Norway,41.51,73.29,35.74,30.39,0.9889,1.6346,0.9423,0.8514,-14.97
MAINE,18,India,65.48,18.97,19.89,25.44,1.5601,0.4231,0.5244,0.7128,27.93
MAINE,19,Taiwan,16.7,18.34,22.31,23.6,0.3979,0.409,0.5882,0.6611,5.77
MAINE,20,Bangladesh,29.97,32.9,35.37,22.27,0.714,0.7337,0.9326,0.624,-37.03
MAINE,21,"Korea, South",40.41,19.61,20.61,18.76,0.9628,0.4374,0.5435,0.5258,-8.96
MAINE,22,Cambodia,4.98,8.17,13.02,14.37,0.1186,0.1821,0.3432,0.4027,10.41
MAINE,23,Sri Lanka,11.36,17.49,14.34,14.33,0.2707,0.39,0.378,0.4014,-0.07
MAINE,24,Portugal,61.98,12.85,59.46,14.15,1.4767,0.2866,1.5679,0.3964,-76.21
MAINE,25,Turkey,8.88,10.91,12.05,13.75,0.2116,0.2434,0.3177,0.3853,14.12
MICHIGAN,0,World,88042.03,104280.47,116216.12,118119.15,4.6002,4.7227,5.1077,5.2091,1.64
MICHIGAN,0,Top 25,85917.04,101768.89,113678.4,115394.52,97.5864,97.5915,97.8164,97.6933,1.51
MICHIGAN,1,Canada,40674.31,46659.62,49528.42,48681.81,46.1987,44.7444,42.6175,41.2142,-1.71
MICHIGAN,2,Mexico,28152.42,32918.71,38141.5,40258.56,31.9761,31.5675,32.8195,34.083,5.55
MICHIGAN,3,China,4531.25,5691.47,6750.56,7574,5.1467,5.4578,5.8086,6.4122,12.2
MICHIGAN,4,Germany,2545.39,3461.83,3831.02,4212.98,2.8911,3.3197,3.2965,3.5667,9.97
MICHIGAN,5,Japan,2846.97,3879.95,5061.81,3236.89,3.2336,3.7207,4.3555,2.7404,-36.05
MICHIGAN,6,"Korea, South",872.55,1641.86,1881.2,2305.23,0.9911,1.5745,1.6187,1.9516,22.54
MICHIGAN,7,India,705.97,695.45,936.36,1131.2,0.8019,0.6669,0.8057,0.9577,20.81
MICHIGAN,8,Italy,429.01,680.29,932.02,1052.54,0.4873,0.6524,0.802,0.8911,12.93
MICHIGAN,9,Taiwan,492.32,591,647.97,704.87,0.5592,0.5667,0.5576,0.5967,8.78
MICHIGAN,10,United Kingdom,563.78,627.36,745.02,659.46,0.6403,0.6016,0.6411,0.5583,-11.48
MICHIGAN,11,Turkey,321.03,529.29,630.11,627.48,0.3646,0.5076,0.5422,0.5312,-0.42
MICHIGAN,12,Thailand,490.59,695.09,664.11,571.8,0.5572,0.6666,0.5714,0.4841,-13.9
MICHIGAN,13,France,584.84,613.14,466.98,566.99,0.6643,0.588,0.4018,0.48,21.42
MICHIGAN,14,Brazil,670.35,741.88,660.92,551.8,0.7614,0.7114,0.5687,0.4672,-16.51
MICHIGAN,15,Israel,363.14,416.49,404.8,378.53,0.4125,0.3994,0.3483,0.3205,-6.49
MICHIGAN,16,Spain,123.14,185.46,247.93,364.86,0.1399,0.1778,0.2133,0.3089,47.17
MICHIGAN,17,Sweden,497.37,414.07,401.66,356.22,0.5649,0.3971,0.3456,0.3016,-11.31
MICHIGAN,18,Serbia,1.06,1.26,2.29,341.11,0.0012,0.0012,0.002,0.2888,14796.26
MICHIGAN,19,Malaysia,191.69,122.79,285.6,315.72,0.2177,0.1177,0.2457,0.2673,10.55
MICHIGAN,20,Austria,173.64,282.03,366.44,312.04,0.1972,0.2705,0.3153,0.2642,-14.85
MICHIGAN,21,Ireland,181.75,245.89,288.57,285.64,0.2064,0.2358,0.2483,0.2418,-1.01
MICHIGAN,22,Hungary,56.04,122.9,236.1,258.98,0.0636,0.1179,0.2032,0.2193,9.69
MICHIGAN,23,Switzerland,128.3,170.64,174.97,235.31,0.1457,0.1636,0.1506,0.1992,34.49
MICHIGAN,24,Netherlands,179.96,226.05,203.36,225.13,0.2044,0.2168,0.175,0.1906,10.71
MICHIGAN,25,Australia,140.17,154.4,188.69,185.34,0.1592,0.1481,0.1624,0.1569,-1.77
MINNESOTA,0,World,26345.68,33125.24,32883.83,33010.57,1.3766,1.5002,1.4452,1.4558,0.39
MINNESOTA,0,Top 25,25346.36,31591.96,31664.08,31649.05,96.2069,95.3713,96.2907,95.8755,-0.05
MINNESOTA,1,Canada,8419.14,13112.01,13240.63,13359.7,31.9564,39.5832,40.2648,40.471,0.9
MINNESOTA,2,China,9961.25,9629.74,10314.65,9952.33,37.8098,29.0707,31.3669,30.1489,-3.51
MINNESOTA,3,Mexico,1750.44,2391.27,2119.23,1963.17,6.6441,7.2189,6.4446,5.9471,-7.36
MINNESOTA,4,Germany,843.72,966.86,851.49,946.92,3.2025,2.9188,2.5894,2.8685,11.21
MINNESOTA,5,Ireland,748.15,954.87,911.56,920.74,2.8397,2.8826,2.7721,2.7892,1.01
MINNESOTA,6,Taiwan,485.74,536.48,610.59,629.62,1.8437,1.6196,1.8568,1.9073,3.12
MINNESOTA,7,Japan,501.88,506.83,505,471.19,1.905,1.53,1.5357,1.4274,-6.7
MINNESOTA,8,Italy,281.55,336.01,383.88,422.75,1.0687,1.0144,1.1674,1.2807,10.13
MINNESOTA,9,France,290.18,394.92,197.8,388.87,1.1014,1.1922,0.6015,1.178,96.59
MINNESOTA,10,United Kingdom,297.91,348.59,367.98,363.52,1.1308,1.0524,1.119,1.1012,-1.21
MINNESOTA,11,Malaysia,242.28,222.87,208.55,211.7,0.9196,0.6728,0.6342,0.6413,1.51
MINNESOTA,12,Brazil,201.03,264.53,352.77,204.16,0.7631,0.7986,1.0728,0.6185,-42.13
MINNESOTA,13,India,93.86,205.15,205.58,195.75,0.3563,0.6193,0.6252,0.593,-4.78
MINNESOTA,14,Switzerland,168.08,175.94,171.62,171.05,0.638,0.5311,0.5219,0.5182,-0.33
MINNESOTA,15,Thailand,194.08,194.3,157.76,167,0.7367,0.5866,0.4797,0.5059,5.86
MINNESOTA,16,"Korea, South",190.35,190.89,176.2,166.69,0.7225,0.5763,0.5358,0.505,-5.4
MINNESOTA,17,Israel,58.94,170.87,126.34,154.98,0.2237,0.5158,0.3842,0.4695,22.67
MINNESOTA,18,Costa Rica,9.32,55,64.89,150.83,0.0354,0.1661,0.1973,0.4569,132.43
MINNESOTA,19,Sweden,116.6,142.04,166.42,149,0.4426,0.4288,0.5061,0.4514,-10.47
MINNESOTA,20,Vietnam,68.37,84.01,92.01,120.23,0.2595,0.2536,0.2798,0.3642,30.68
MINNESOTA,21,Peru,37.46,130.4,61.97,117.36,0.1422,0.3937,0.1884,0.3555,89.39
MINNESOTA,22,Austria,74.52,99.74,113.85,112.64,0.2829,0.3011,0.3462,0.3412,-1.06
MINNESOTA,23,Kuwait,90.1,87.24,34.57,111.78,0.342,0.2634,0.1051,0.3386,223.35
MINNESOTA,24,Denmark,65.33,211.7,86.7,104.5,0.248,0.6391,0.2637,0.3166,20.52
MINNESOTA,25,Netherlands,156.08,179.67,142.04,92.55,0.5924,0.5424,0.4319,0.2804,-34.84
MISSOURI,0,World,12842.47,15699.01,16131.33,18314.63,0.671,0.711,0.709,0.8077,13.53
MISSOURI,0,Top 25,12064.29,14540.8,15152.86,17386.71,93.9406,92.6224,93.9343,94.9334,14.74
MISSOURI,1,China,3108.41,3487.04,4087.96,4529.76,24.2041,22.2119,25.3417,24.733,10.81
MISSOURI,2,Canada,2207.94,3251.16,2825.64,3865.82,17.1925,20.7093,17.5165,21.1078,36.81
MISSOURI,3,Mexico,2541.73,2503.52,2625.59,2868.01,19.7916,15.947,16.2764,15.6596,9.23
MISSOURI,4,Germany,847.98,1035.52,1021.57,1269.86,6.603,6.5961,6.3328,6.9336,24.3
MISSOURI,5,United Arab Emirates,2.69,433.21,460.93,553.64,0.0209,2.7594,2.8574,3.0229,20.11
MISSOURI,6,United Kingdom,406.29,344.59,354.34,410.85,3.1637,2.195,2.1966,2.2433,15.95
MISSOURI,7,Japan,277.37,323.28,349.8,366.2,2.1597,2.0592,2.1685,1.9995,4.69
MISSOURI,8,Taiwan,286.44,319.77,341.75,356.48,2.2304,2.0369,2.1186,1.9464,4.31
MISSOURI,9,India,324.8,291.47,352.58,351.02,2.5291,1.8566,2.1857,1.9166,-0.44
MISSOURI,10,Belgium,248.69,279.29,301.62,337.65,1.9365,1.779,1.8698,1.8436,11.95
MISSOURI,11,Israel,217.81,273.53,341.64,273.75,1.696,1.7424,2.1179,1.4947,-19.87
MISSOURI,12,France,305.16,338.94,387.84,250.1,2.3762,2.159,2.4043,1.3656,-35.51
MISSOURI,13,Italy,185.19,230.2,237.09,249.54,1.442,1.4663,1.4697,1.3625,5.25
MISSOURI,14,Switzerland,97.14,170.01,171.13,234.78,0.7564,1.0829,1.0609,1.2819,37.19
MISSOURI,15,Spain,41.47,64.45,89.56,226.75,0.3229,0.4105,0.5552,1.2381,153.17
MISSOURI,16,Chile,114.16,177.24,218.09,216.53,0.889,1.129,1.352,1.1823,-0.72
MISSOURI,17,"Korea, South",193.56,307.24,199.3,204.74,1.5072,1.957,1.2355,1.1179,2.73
MISSOURI,18,Brazil,78.6,97.79,136.19,140.22,0.6121,0.6229,0.8442,0.7656,2.96
MISSOURI,19,Netherlands,145.48,135.22,119.99,115.16,1.1328,0.8613,0.7439,0.6288,-4.03
MISSOURI,20,Finland,47.13,67.5,96.05,112.27,0.367,0.43,0.5954,0.613,16.89
MISSOURI,21,Vietnam,78.21,85.71,102.97,108.09,0.609,0.546,0.6383,0.5902,4.97
MISSOURI,22,Thailand,104.76,106.27,110.57,98.47,0.8157,0.6769,0.6855,0.5377,-10.95
MISSOURI,23,Philippines,90.07,88.42,92.6,86.02,0.7014,0.5632,0.574,0.4697,-7.1
MISSOURI,24,Argentina,37.69,60.28,67.73,83.12,0.2934,0.384,0.4199,0.4538,22.72
MISSOURI,25,Malaysia,75.51,69.16,60.31,77.88,0.588,0.4405,0.3739,0.4252,29.13
MISSISSIPPI,0,World,15919.06,20469.54,20666.1,19982.86,0.8318,0.927,0.9083,0.8813,-3.31
MISSISSIPPI,0,Top 25,14487.73,19328.01,19418.25,19043.93,91.0087,94.4233,93.9618,95.3014,-1.93
MISSISSIPPI,1,Mexico,4343.6,5454.24,4530.21,4874.18,27.2855,26.6457,21.921,24.3918,7.59
MISSISSIPPI,2,China,2410.61,2882.87,3268.61,3416.11,15.1429,14.0837,15.8163,17.0952,4.51
MISSISSIPPI,3,Venezuela,482.63,1474.74,2595.93,2299.98,3.0318,7.2046,12.5613,11.5098,-11.4
MISSISSIPPI,4,Canada,673.2,814.77,906.26,1158.49,4.2289,3.9804,4.3852,5.7974,27.83
MISSISSIPPI,5,Colombia,1823.46,2489.12,974.28,991.32,11.4546,12.1601,4.7144,4.9608,1.75
MISSISSIPPI,6,Brazil,119.75,677.73,1848.26,942.9,0.7522,3.3109,8.9435,4.7186,-48.98
MISSISSIPPI,7,United Kingdom,712.8,995.02,818.7,902.36,4.4776,4.861,3.9616,4.5157,10.22
MISSISSIPPI,8,Japan,404.1,497.7,751.92,895.06,2.5385,2.4314,3.6384,4.4792,19.04
MISSISSIPPI,9,Nigeria,1282.6,1321.57,675.56,653.04,8.057,6.4563,3.2689,3.268,-3.33
MISSISSIPPI,10,Germany,326.05,494.13,563.5,549.99,2.0482,2.414,2.7267,2.7523,-2.4
MISSISSIPPI,11,India,102.97,124.21,295.87,295.83,0.6468,0.6068,1.4316,1.4804,-0.01
MISSISSIPPI,12,Taiwan,189.4,222.92,214.09,218.61,1.1898,1.089,1.0359,1.094,2.11
MISSISSIPPI,13,Kuwait,0.05,239,198.95,198.16,0.0003,1.1676,0.9627,0.9916,-0.4
MISSISSIPPI,14,Malaysia,171,132.26,159.69,182.07,1.0742,0.6461,0.7727,0.9111,14.02
MISSISSIPPI,15,France,139.17,175.6,166.72,180.54,0.8742,0.8578,0.8067,0.9035,8.29
MISSISSIPPI,16,Vietnam,78.22,80.89,116.13,168.63,0.4914,0.3952,0.5619,0.8439,45.21
MISSISSIPPI,17,Saudi Arabia,21.58,112.5,551.53,137.13,0.1355,0.5496,2.6688,0.6862,-75.14
MISSISSIPPI,18,Honduras,114.6,124.85,115.95,136.2,0.7199,0.6099,0.561,0.6816,17.47
MISSISSIPPI,19,Bangladesh,47.68,46.37,83.66,135.04,0.2995,0.2265,0.4048,0.6758,61.41
MISSISSIPPI,20,Philippines,63.26,74.87,96.76,132.02,0.3974,0.3658,0.4682,0.6607,36.44
MISSISSIPPI,21,Italy,61.14,78.15,79.55,123.84,0.3841,0.3818,0.3849,0.6197,55.68
MISSISSIPPI,22,Trinidad and Tobago,94.36,45.3,76.46,118.21,0.5927,0.2213,0.37,0.5915,54.61
MISSISSIPPI,23,Guatemala,125.54,120.63,125.52,113.9,0.7886,0.5893,0.6073,0.57,-9.25
MISSISSIPPI,24,"Korea, South",100.24,93.69,105.73,113.88,0.6297,0.4577,0.5116,0.5699,7.71
MISSISSIPPI,25,Russia,599.7,554.89,98.42,106.44,3.7672,2.7108,0.4763,0.5327,8.15
MONTANA,0,World,4680.29,5615.2,5592.91,5745.63,0.2445,0.2543,0.2458,0.2534,2.73
MONTANA,0,Top 25,4663.93,5601.59,5563.14,5737.1,99.6503,99.7576,99.4678,99.8516,3.13
MONTANA,1,Canada,4343.44,5278.48,5167.8,5221.38,92.8027,94.0034,92.3993,90.8757,1.04
MONTANA,2,Germany,160.38,126.93,124.62,178.43,3.4267,2.2605,2.2281,3.1055,43.18
MONTANA,3,China,73.22,85.92,106.41,118.32,1.5645,1.5301,1.9025,2.0592,11.19
MONTANA,4,Mexico,9.44,16.39,17.48,72.91,0.2018,0.2919,0.3126,1.269,317.03
MONTANA,5,United Kingdom,4.75,5.12,20.8,30.86,0.1016,0.0912,0.372,0.5371,48.35
MONTANA,6,France,18.45,20.84,12.72,28.94,0.3943,0.3711,0.2274,0.5037,127.53
MONTANA,7,"Korea, South",12.82,11.59,16.16,16.61,0.274,0.2064,0.2889,0.289,2.8
MONTANA,8,Taiwan,9.46,12.84,10.01,14.29,0.2021,0.2287,0.179,0.2487,42.73
MONTANA,9,Italy,5.85,6.33,11.05,9.59,0.1249,0.1127,0.1975,0.1669,-13.18
MONTANA,10,India,3.55,3.95,8.03,9.14,0.0759,0.0704,0.1436,0.1591,13.82
MONTANA,11,Sweden,0.57,1.09,2.1,9.03,0.0121,0.0194,0.0376,0.1572,329.79
MONTANA,12,Japan,7.62,7.95,9.65,5.56,0.1628,0.1415,0.1726,0.0968,-42.37
MONTANA,13,Australia,2.76,2.11,2.9,4.08,0.059,0.0377,0.0518,0.0711,40.87
MONTANA,14,Austria,0.48,3.79,2.27,2.98,0.0102,0.0675,0.0406,0.0519,31.38
MONTANA,15,Belgium,2.15,3.05,2.84,2.24,0.0459,0.0544,0.0507,0.039,-21.08
MONTANA,16,Lithuania,0.72,1.34,2.18,2.22,0.0154,0.0238,0.0389,0.0386,2.02
MONTANA,17,Netherlands,1.15,2.77,5.4,2.01,0.0246,0.0494,0.0966,0.0349,-62.86
MONTANA,18,Switzerland,2.61,6.14,2.18,1.48,0.0557,0.1094,0.0389,0.0257,-32.19
MONTANA,19,Thailand,2.16,1.72,2.32,1.42,0.0462,0.0306,0.0415,0.0247,-38.71
MONTANA,20,Vietnam,0.33,0.34,0.48,1.17,0.007,0.0061,0.0085,0.0204,145.73
MONTANA,21,Pakistan,0.66,0.7,1.16,0.99,0.014,0.0125,0.0208,0.0171,-15.39
MONTANA,22,Romania,0.01,0.22,0.77,0.92,0.0002,0.0039,0.0138,0.016,19.11
MONTANA,23,Ireland,0.02,1.05,1.06,0.86,0.0005,0.0186,0.0189,0.015,-18.58
MONTANA,24,Chile,1.06,0.63,0.28,0.85,0.0227,0.0112,0.005,0.0148,202.21
MONTANA,25,Spain,0.27,0.29,32.47,0.82,0.0057,0.0052,0.5805,0.0142,-97.48
NORTH CAROLINA,0,World,42490.22,47870.91,49561.95,49671.13,2.2201,2.168,2.1782,2.1905,0.22
NORTH CAROLINA,0,Top 25,36782.94,41361.48,43440.16,43870.55,86.568,86.4021,87.6482,88.322,0.99
NORTH CAROLINA,1,China,8975.6,9244.25,9449.78,11517.87,21.1239,19.3108,19.0666,23.1883,21.89
NORTH CAROLINA,2,Mexico,4099.31,4788.62,5188.43,4792.88,9.6477,10.0032,10.4686,9.6492,-7.62
NORTH CAROLINA,3,Canada,3056.73,3376.08,3315.77,3415.63,7.194,7.0525,6.6902,6.8765,3.01
NORTH CAROLINA,4,Germany,2572.13,3037.02,3406.72,3367.03,6.0535,6.3442,6.8737,6.7786,-1.17
NORTH CAROLINA,5,Japan,2058.57,2661.25,3236.32,2754.82,4.8448,5.5592,6.5299,5.5461,-14.88
NORTH CAROLINA,6,France,1736.01,1460.56,1894.79,2632.25,4.0857,3.051,3.8231,5.2994,38.92
NORTH CAROLINA,7,United Kingdom,1901.25,2006.56,2255.67,2118.04,4.4746,4.1916,4.5512,4.2641,-6.1
NORTH CAROLINA,8,Italy,1059.66,1164.21,1341.43,1463.64,2.4939,2.432,2.7066,2.9467,9.11
NORTH CAROLINA,9,India,856,1046.8,1140.37,1171.4,2.0146,2.1867,2.3009,2.3583,2.72
NORTH CAROLINA,10,Brazil,678.85,776.85,929.59,1026.52,1.5977,1.6228,1.8756,2.0666,10.43
NORTH CAROLINA,11,Switzerland,731.61,779.1,736.02,1007.28,1.7218,1.6275,1.4851,2.0279,36.86
NORTH CAROLINA,12,Singapore,1141.99,1260.82,1724,936.69,2.6877,2.6338,3.4785,1.8858,-45.67
NORTH CAROLINA,13,Honduras,918.7,1026.95,948.29,872.13,2.1621,2.1453,1.9134,1.7558,-8.03
NORTH CAROLINA,14,Taiwan,667.81,730.86,776.76,863.16,1.5717,1.5267,1.5672,1.7377,11.12
NORTH CAROLINA,15,Vietnam,505.04,592.33,661.39,756,1.1886,1.2374,1.3345,1.522,14.31
NORTH CAROLINA,16,Netherlands,389.71,368.39,493.17,735.3,0.9172,0.7696,0.995,1.4803,49.1
NORTH CAROLINA,17,Indonesia,723.94,791.37,656.46,683.99,1.7038,1.6531,1.3245,1.377,4.19
NORTH CAROLINA,18,Dominican Republic,498.34,590.42,653.42,659.41,1.1728,1.2333,1.3184,1.3275,0.92
NORTH CAROLINA,19,El Salvador,499.78,578.37,561.91,581.87,1.1762,1.2082,1.1338,1.1714,3.55
